date,Unnamed: 0,seci,sz.000002,sz.000006,sz.000007,sz.000011,sz.000014,sz.000031,sz.000036,sz.000042,sz.000043,sz.000046,sz.000069,sz.000402,sz.000502,sz.000514,sz.000517,sz.000537,sz.000540,sz.000558,sz.000560,sz.000573,sz.000608,sz.000615,sz.000616,sz.000620,sz.000631,sz.000656,sz.000667,sz.000668,sz.000671,sz.000691,sz.000718,sz.000732,sz.000736,sz.000797,sz.000838,sz.000897,sz.000909,sz.000926,sz.000961,sz.000965,sz.002016,sz.002077,sz.002133,sz.002146,sz.002147,sz.002208,sz.002244,sz.002285,sz.002377
2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-02,1.0,-0.006371847612233861,0.0010373443983400232,0.0,-0.010701545778834642,0.0023121387283235872,0.0044802867383513245,0.004143646408839796,-0.010706638115631772,0.04736530491415025,0.10040816326530622,0.005639097411395122,0.0046082954648904995,0.0041436468445383845,0.024229074889867697,0.01869158878504673,0.005961251862891315,0.03193430656934315,0.08183079045267116,-0.0013531799729364913,0.0,0.010373443983402453,0.020506634499396936,-0.021839080459770233,0.010733452593917558,0.0,-0.010680907877169465,0.011615628299894487,0.005830903790087438,0.024760383386581486,0.026680896478121552,0.0,0.00851063829787213,-0.025700934579439227,-0.023333333333333317,0.011544011544011523,0.012331838565022402,-0.054166666666666696,-0.02251552795031042,0.0018365472910928382,0.03539019963702361,0.0031496062992126816,0.012257405515832431,-0.04021447721179616,-0.006675567423231055,0.007547169811320753,-0.016447368421052655,0.00813669650122062,0.039735099337748325,-0.007246376811594124,-0.04075961093098657
2010-11-03,0.5,-0.017910582093917937,0.019689119170984704,0.005420054200542035,0.008413461538461675,0.021914648212226107,-0.017841213202497763,-0.004126547455295726,-0.012987012987012991,-0.03335217637083088,-0.03412462908011871,0.027102803656007257,0.017584097456907033,-0.008253095156417811,-0.010752688172042668,-0.012232415902140636,0.001481481481481417,-0.02033598585322738,-0.033333333432434054,-0.004065040650406471,0.0,-0.026694045174538106,-0.028368794326241287,-0.001175088131610047,0.012389380530973604,0.0,-0.009446693657219951,-0.022964509394572064,-0.008695652173912993,-0.010911925175370207,0.007276507276507305,0.0,0.01793248945147674,0.031175059952038398,0.04436860068259385,0.02710413694721825,0.029900332225913706,-0.06461086637298097,-0.02223987291501195,-0.005499541704857891,-0.02103418054338302,-0.006279434850863463,0.04540867810292637,-0.01396648044692761,-0.034946236559139865,-0.0337078651685393,-0.036120401337792596,-0.01049233252623083,-0.019904458598726138,-0.009051094890511036,-0.012071463061323007
2010-11-04,0.33333333333333326,0.020047196829106273,-0.009146341463414642,0.0,0.05005959475566146,-0.0022573363431150906,0.0018165304268846771,0.006906077348066253,0.019736842105263053,0.0005847953216373547,0.036098310291858615,0.000909918187581793,-0.004507888675702176,0.0013869624897435706,0.007608695652173703,0.01031991744066052,0.020710059171597628,-0.004512635379061214,0.025862068916909564,0.00952380952380949,0.0,0.012658227848101333,0.0048661800486617945,0.016470588235294237,0.006993006993006867,0.0,0.0027247956403269047,0.008547008547008517,-0.0029239766081872176,-0.003940110323089052,-0.008255933952528438,0.0,0.0010362694300518616,-0.008139534883720989,-0.0008169934640523957,-0.001388888888888884,-0.003225806451612856,0.07064364207221363,0.008123476848090894,-0.0018433179723502668,-0.004476275738585445,-0.010268562401263837,0.031853281853281956,0.04249291784702569,0.0055710306406684396,-0.0046511627906977715,0.013185287994448291,0.002446982055464897,0.011372867587327473,-0.008839127872716568,0.03421309872922773
2010-11-05,0.25,0.012323495500351722,-0.0010256410256409554,0.0242587601078168,0.026106696935300766,-0.009049773755656076,0.017225747960108784,0.027434842249656866,0.017204301075268935,0.02454704850964351,0.03409933283914013,0.012727273047535625,0.0143396227723942,0.029085872517531586,0.02049622437971954,0.016343207354443168,0.004347826086956497,0.013599274705349051,0.014221073146667873,0.02156334231805923,0.0,0.02083333333333348,0.01937046004842613,0.02777777777777768,0.01736111111111116,0.0,0.012228260869565188,0.025423728813559254,0.0,-0.0007911392405062223,0.05306971904266389,0.0,0.008281573498964967,0.014067995310668158,0.030253475061324586,-0.0013908205841446364,0.003236245954692407,-0.021994134897360795,0.020145044319097583,0.014773776546629813,0.03956834532374098,0.011173184357541999,0.031805425631431294,-0.010869565217391353,0.008310249307479367,0.034267912772585785,0.016438356164383272,0.017900732302685185,-0.010441767068273045,0.004458977407847842,-0.013901808128544468
2010-11-08,0.19999999999999996,0.017875632340324854,0.016427104722792407,0.039473684210526105,0.006637168141592875,0.035388127853881235,0.022281639928698693,0.012016021361815676,0.044397463002114224,0.08956075299486588,0.00501792114695343,0.0,0.032738095362905284,0.009421265324552452,0.010570824524313016,0.022110552763819236,0.025974025974025983,0.04472271914132375,-0.018483110212957343,0.00923482849604218,0.0,0.010204081632653184,0.03206650831353919,0.030405405405405483,0.029010238907849706,0.0,0.014765100671140896,0.04958677685950419,0.032258064516129004,0.012668250197941155,0.0671936758893279,0.0,0.0503080082135523,0.028901734104046284,-0.003968253968253954,0.013927576601671321,0.010752688172043223,0.004497751124437954,0.03633491311216419,0.061874431301182975,0.05363321799307963,0.01815311760063154,0.0018132366273799772,0.01098901098901095,0.02060439560439553,0.01807228915662651,0.01145552560646923,0.01918465227817734,0.030844155844155896,0.021012133767386754,0.02284880894506558
2010-11-09,0.16666666666666674,0.003124341526858476,-0.04040404040404044,-0.029113923678659615,0.003296703296703285,-0.019845644983461863,-0.0026155187445509043,-0.02110817941952503,-0.006072874493927016,-0.03141361256544506,-0.041369472182596234,-0.02603231589116406,-0.028818443796833404,-0.02533333339327637,0.018828451882844988,0.015732546705997885,-0.015471167369901506,0.009417808219178037,-0.047402597553179215,0.010457516339869244,0.0,-0.004040404040404066,-0.017261219792865323,0.006557377049180468,-0.03316749585406309,0.0,0.003968253968253954,0.02263779527559051,-0.011363636363636465,0.005473025801407294,-0.01851851851851849,0.0,-0.035190615835777206,0.050561797752809,0.003984063745019917,0.013736263736263687,0.0031914893617019935,0.03432835820895508,-0.007621951219512257,0.029134532990574336,-0.013957307060755375,-0.0023255813953488857,-0.02714932126696845,0.024456521739130155,-0.0053835800807536804,-0.03624260355029596,-0.007994670219853783,-0.01254901960784316,-0.03937007874015763,-0.01739130434782621,0.020912547528517234
2010-11-10,0.1428571428571428,0.006482735642008075,-0.03684210526315779,-0.03520208641918432,-0.025191675794085322,-0.03262092238470171,-0.02360139860139876,-0.018867924528301883,0.0,-0.033513513513513615,0.0014880952380951218,-0.050691244624920806,-0.03709198812101988,-0.016415868551058144,-0.022587268993839782,-0.022265246853823695,-0.014285714285714235,-0.04325699745547085,-0.010906611924563436,-0.02457956015523932,0.0,-0.012170385395537497,-0.025761124121779888,-0.0010857763300760048,-0.030874785591766707,0.0,-0.02766798418972327,-0.0298363811357073,-0.011494252873563204,-0.03188180404354579,-0.028301886792452824,0.0,-0.03546099290780136,-0.014973262032085488,0.01587301587301604,-0.028455284552845517,-0.016967126193001114,0.038961038961039085,0.02073732718894017,-0.04579517069109085,-0.05661948376353043,-0.022533022533022473,0.0,-0.009725906277630259,-0.024357239512855178,-0.03530314658480416,0.02081934184016143,-0.01985702938840339,-0.028688524590164022,-0.015339233038347944,0.006052141527001842
2010-11-11,0.125,-0.005793284108409957,0.003278688524590123,-0.0013513509542448787,-0.011235955056179914,-0.0034883720930234396,0.0008952551477170445,0.0,-0.010183299389002087,-0.005033557046979831,-0.022288261515601815,0.0038834954876592054,0.0023112476725204445,0.0013908205215300562,-0.012605042016806678,-0.008910891089108919,0.0,-0.01773049645390079,0.0013783598583669843,-0.011936339522546358,0.0,0.006160164271047153,-0.0036057692307693845,-0.019565217391304457,-0.003539823008849474,0.0,-0.006775067750677488,-0.016865079365079416,-0.0029069767441860517,-0.004016064257028162,-0.012621359223300876,0.0,0.0,-0.0423452768729643,0.0,0.004184100418410219,0.0010787486515642097,-0.040277777777777746,-0.0338600451467268,0.1003490401396161,-0.009708737864077777,0.030206677265500748,-0.00651162790697668,-0.016964285714285765,-0.004160887656033396,-0.0015910898965791898,0.0052631578947368585,0.0,0.0075949367088608,-0.014379868184541733,0.031004164738547058
2010-11-12,0.11111111111111116,-0.061194796922163675,-0.07080610021786493,-0.08525033865873777,-0.04999999999999993,-0.08518086347724618,-0.07960644007155626,-0.06043956043956045,-0.08024691358024694,-0.08881394041596402,-0.09042553191489355,-0.08317214748465473,-0.08224442710793134,-0.06249999968779685,-0.08936170212765959,0.07492507492507494,-0.07391304347826089,-0.07942238267148005,-0.08534067466579787,-0.07516778523489931,0.0,-0.0775510204081632,-0.06875753920386007,-0.09866962305986693,-0.07992895204262884,0.0,0.0,-0.05045408678102925,-0.061224489795918324,-0.058064516129032184,-0.08554572271386429,0.0,-0.08823529411764708,-0.049886621315192725,-0.050000000000000044,-0.03472222222222221,-0.05711206896551735,-0.07670043415340089,-0.088006230529595,-0.028548770816812064,-0.0989304812834223,0.06790123456790131,-0.009363295880149947,-0.0999091734786558,-0.0821727019498607,-0.07171314741035861,-0.06806282722513102,-0.08346839546191265,-0.08710217755443872,-0.058358662613981815,0.0
