,date,seci,sz.000002,sz.000006,sz.000007,sz.000011,sz.000014,sz.000031,sz.000036,sz.000042,sz.000043,sz.000046,sz.000069,sz.000402,sz.000502,sz.000514,sz.000517,sz.000537,sz.000540,sz.000558,sz.000560,sz.000573,sz.000608,sz.000615,sz.000616,sz.000620,sz.000631,sz.000656,sz.000667,sz.000668,sz.000671,sz.000691,sz.000718,sz.000732,sz.000736,sz.000797,sz.000838,sz.000897,sz.000909,sz.000926,sz.000961,sz.000965,sz.002016,sz.002077,sz.002133,sz.002146,sz.002147,sz.002208,sz.002244,sz.002285,sz.002377
11,2010-11-15,1327.99,695.8094159,116.7227285,35.43886024,25.2362577,72.62825073,71.50904021,27.07289576,72.22135872,22.42772145,109.5690819,140.0050599,152.5894565,17.7691241,49.34869184,25.23881653,34.77825905,169.4725909,13.58270518,12.56375175,18.71098812,64.25062317,20.59988732,74.57600295,2.30951799,28.54769188,10.70008308,58.25841196,30.35639541,53.12532808,11.8111316,33.67224,13.22986733,12.67916,10.210319,24.13290912,27.74643325,11.80932984,37.2398417,15.4632717,22.84784704,30.21921825,14.7861864,14.20264641,36.8240028,36.0952064,35.30992911,28.36772766,52.94050115,21.6063366
12,2010-11-16,1281.7,665.6277648,115.3615305,34.41815574,24.2779188,70.18167828,69.12885508,27.07289576,68.67164388,21.37555674,105.8221599,134.4694397,146.3613154,17.0501422,47.44042408,24.30260077,32.75430605,158.3469094,13.0417155,12.56375175,17.77340048,61.5427425,19.58107504,70.92444725,2.30951799,26.31998182,10.39725054,56.31056232,29.29895088,51.39722192,11.8111316,32.28686784,13.00148491,12.04734375,10.4805085,24.13290912,25.559311,11.80932984,33.51585753,14.80165908,20.81729416,29.68957275,14.2560615,14.57476815,35.326298,35.2860068,33.99079188,26.91905076,50.32341014,20.6933928
13,2010-11-17,1238.97,667.2592054,121.827221,34.13235848,24.53347584,70.32148242,69.23234139,25.31255052,70.59988404,21.68936025,103.7783843,135.1613922,146.583749,16.78309178,42.95821376,24.1855738,32.61937585,160.4168036,13.02239444,12.56375175,17.5288124,61.62479949,18.98469712,70.7840028,2.30951799,26.11371237,10.45333064,56.31056232,28.80891561,51.50871264,11.8111316,32.40231552,12.34896371,11.5440325,10.1392165,23.1447081,24.91603975,11.12414688,31.93243119,14.86320444,18.7372156,29.1305025,13.8119028,14.51274786,35.0983864,33.6921288,33.65333817,27.05074866,50.4602515,20.17605798
14,2010-11-18,1260.59,674.6006881,121.4869215,34.86726572,25.01264529,70.53118863,69.54280032,25.43395364,71.34488592,21.80011443,105.0273583,138.6211548,147.4734834,16.98851518,43.53513192,24.41962774,33.22656175,165.4621708,13.1383208,12.56375175,17.56957708,62.28125541,19.258037,71.9075584,2.30951799,26.52625127,10.56549084,56.48763956,29.01524625,52.6793652,11.8111316,33.32589696,12.31633765,11.90813,9.7126015,22.13050179,24.91603975,11.2853664,32.37227184,15.0786132,18.8197584,29.74842225,14.0268183,14.49207443,35.0983864,34.207074,34.0521471,27.656559,51.46945653,20.35864674
15,2010-11-19,1297.48,672.1535272,120.6361728,35.03057844,24.62930973,71.09040519,69.85325925,25.43395364,73.53606792,21.89240958,106.5034184,138.7364803,148.8080851,17.07068454,43.268862,24.45863673,33.2602943,165.9796444,13.21560504,12.56375175,17.61034176,62.60948337,19.6307732,72.04800285,2.30951799,26.44374349,10.56549084,56.48763956,29.47949019,52.28914768,11.8111316,33.36437952,12.54472007,11.8867125,9.7410425,22.41655998,25.85950425,11.57757678,33.89705276,15.27863562,19.62867784,29.660148,14.4853047,14.49207443,34.7727984,35.2614856,34.29756798,27.55120068,51.69182374,20.97741976
16,2010-11-22,1313.57,659.9177227,120.9764723,34.62229664,24.94875603,71.50981761,69.95674556,25.67675988,75.06989532,21.9662457,106.7305046,136.8912735,147.4734834,17.3582773,43.268862,25.00476259,34.0024104,170.7662748,13.31221034,12.56375175,17.69187112,63.10182531,19.55622596,72.60978065,2.30951799,26.52625127,10.53184278,56.84179404,29.84056881,52.958092,11.8111316,33.4798272,12.44684189,11.6725375,9.66994,22.49457585,25.6450805,12.58519878,33.07601688,15.38634,19.10040392,30.74886375,14.5855986,14.69880873,36.140268,35.2614856,34.48163364,28.07799228,52.05103231,21.43389166
17,2010-11-23,1300.63,646.0504776,124.2093175,33.51993578,24.50153121,69.76226586,67.88701936,24.5841318,74.23724616,21.08021226,103.2106688,134.008138,145.6940146,16.96797284,41.4937292,24.77070865,32.8555037,163.2629082,12.98375232,12.56375175,17.08040092,62.03508444,18.8853008,70.64355835,2.30951799,25.65991958,10.2626583,55.60225336,28.80891561,51.8431848,11.8111316,32.710176,11.82694675,11.865295,9.357089,21.53238012,24.40142275,12.02093046,31.90310848,14.78627274,18.37402728,31.2490845,14.3277,14.24399327,34.7727984,36.659194,33.31588446,27.18244656,50.2891998,21.52518604
18,2010-11-24,1333.74,659.1020024,123.5287185,33.96904576,24.78903288,70.6010907,68.71490984,24.82693804,76.34078088,21.43093383,104.4596428,135.3920431,147.0286162,17.3582773,41.75999912,25.16079855,33.02416645,168.3082754,13.06103656,12.56375175,17.24345964,62.77359735,19.60592412,71.9075584,2.30951799,25.94869681,10.40846656,56.13348508,29.47949019,52.34489304,11.8111316,33.32589696,11.97376402,12.036635,9.442412,21.74042244,25.3020025,12.67588476,32.69482165,15.1555449,18.52260432,31.307934,14.757531,14.38870728,35.2937392,37.4683936,33.56130534,27.5248611,50.6313032,22.08309614
19,2010-11-25,1337.94,685.205052,124.549617,34.05070212,25.10847918,71.9991321,70.16371818,25.4946552,77.52401916,22.20621309,106.8440477,139.0824565,150.8099876,17.72803942,42.95821376,25.51187946,33.90121275,176.458484,13.27356822,12.56375175,17.65110644,64.0044522,20.1277548,73.8737807,2.30951799,26.56750516,10.49819472,57.01887128,29.86636014,54.51896208,11.8111316,34.86519936,12.16952038,12.09017875,9.613058,22.80663933,25.51642625,12.57512256,35.97896517,15.5402034,19.2324724,30.80771325,14.8721526,14.80217588,37.8007668,37.1741392,36.90516483,28.973538,52.8549753,21.89036356
20,2010-11-26,1332.9,671.3378069,120.9764723,35.64300114,24.46958658,69.90207,68.61142353,25.13044584,75.72724992,21.57860607,103.3242119,136.3146464,148.3632179,17.23502326,41.7156208,24.80971764,32.95670135,175.1648001,13.02239444,12.56375175,17.324989,63.34799628,19.58107504,73.3120029,2.30951799,25.90744292,10.32995442,55.95640784,29.53107285,52.73511056,11.8111316,34.32644352,11.95745099,11.91883875,9.4850735,22.91066049,24.9589245,12.3937506,36.18422414,15.09399954,18.984844,29.6012985,14.6858925,14.40938071,37.279826,36.8063212,35.52467238,28.23602976,52.30760986,21.64691188
21,2010-11-29,1339.31,666.4434851,121.3167718,36.66370564,24.5973651,70.18167828,69.02536877,24.8876396,75.94636812,21.85549152,101.6210656,135.3920431,148.3632179,17.27610794,41.7156208,24.77070865,32.88923625,171.15438,13.02239444,12.56375175,17.40651836,62.3633124,19.80471676,73.3120029,2.30951799,26.03120459,10.3187384,56.31056232,29.47949019,51.89893016,11.8111316,34.13403072,11.81063372,11.91883875,9.5135145,23.9248668,24.65873125,12.0410829,37.50374609,14.97090882,18.8197584,29.42475,14.8291695,14.24399327,36.4984148,38.0569024,35.49399477,27.7882569,52.47866156,22.29611636
22,2010-11-30,1307.83,663.1806039,117.063028,35.9287984,23.47930305,68.08461618,67.16261519,24.15922088,73.75518612,22.04008182,102.5294103,133.6621618,147.0286162,16.90634582,41.75999912,24.61467269,31.6411319,174.3885897,12.69393642,12.56375175,16.87657752,60.64011561,20.30169836,71.20533615,2.30951799,25.32988846,9.8700976,55.07102164,28.60258497,50.28231472,11.8111316,33.2874144,11.81063372,11.6725375,9.1153405,24.08089854,24.48719225,11.61788166,38.55936365,16.06333896,18.45657008,30.8959875,14.3133723,13.83052467,36.5635324,38.3511568,36.47567829,26.89271118,53.84707516,21.43389166
23,2010-12-01,1304.39,670.5220866,124.3794673,36.09211112,23.86263861,68.22442032,67.05912888,24.280624,76.82284092,22.75998399,101.6210656,135.6226939,147.2510498,16.90634582,41.4937292,24.65368168,31.53993425,173.483011,12.86782596,12.56375175,16.9173422,60.64011561,20.35139652,71.3457806,2.30951799,25.37114235,9.94860974,55.42517612,28.80891561,50.39380544,11.8111316,33.4798272,11.56593827,11.693955,9.0868995,24.05489325,24.40142275,11.60780544,37.76765048,15.57097608,18.53911288,31.543332,14.3563554,13.87187153,37.0519144,37.762648,35.67806043,27.36682362,53.17997353,21.53532986
24,2010-12-02,1310.7,674.6006881,124.3794673,35.9287984,23.9584725,68.29432239,67.05912888,24.76623648,76.64754636,22.61231175,101.3939794,135.1613922,147.695917,16.9474305,41.62686416,24.69269067,31.5062017,177.1053259,12.98375232,12.56375175,16.95810688,60.88628658,21.59385052,71.3457806,2.30951799,25.53615791,10.01590586,55.60225336,29.09262024,50.33806008,11.8111316,33.4798272,11.69644251,11.6297025,9.0868995,23.87285622,24.530077,11.65818654,36.56541937,15.57097608,18.8197584,31.072536,14.4279939,14.14062612,37.605414,39.479132,35.49399477,27.57754026,52.63260809,22.20482198
25,2010-12-03,1302.26,692.5465347,135.0989015,35.56134478,24.18208491,69.13314723,67.47307412,25.00904272,79.23314112,23.49834519,102.4158672,138.1598532,149.2529523,17.13231156,42.11502568,24.92674461,31.7760621,185.2555345,13.08035762,12.56375175,17.03963624,61.46068551,21.02232168,71.48622505,2.30951799,25.53615791,10.29630636,55.7793306,29.78898615,51.22998584,11.8111316,33.78768768,11.81063372,11.74749875,9.1437815,23.82084564,24.358538,11.45666214,36.44812853,15.57097608,18.75372416,31.57275675,14.9437911,14.38870728,38.3542664,38.4247204,35.98483653,28.02531312,53.86418033,22.37726692
26,2010-12-06,1287.37,692.5465347,140.3735438,34.25484302,24.18208491,68.92344102,67.57656043,24.76623648,79.45225932,23.23991877,103.8919274,136.7759481,148.8080851,17.00905752,41.31621592,24.88773562,31.60739935,186.6785868,12.92578914,12.56375175,16.79504816,61.05040056,20.22715112,71.0648917,2.30951799,25.32988846,10.22901024,55.42517612,29.35053354,50.11507864,11.8111316,34.36492608,11.72906857,11.6725375,9.015797,25.04309427,23.88680575,11.32567128,36.97593731,15.57097608,18.47307864,29.63072325,16.1329902,14.18197298,38.0612372,37.1741392,37.1199081,28.76282136,51.53787721,22.02223322
27,2010-12-07,1309.44,706.4137798,154.495973,35.19389116,25.07653455,73.04766315,69.3358277,25.25184896,81.9502068,23.20300071,105.5950737,138.1598532,150.1426868,17.2555656,41.40497256,25.12178956,31.67486445,187.0666919,13.21560504,12.56375175,16.99887156,61.78891347,20.35139652,71.9075584,2.30951799,25.61866569,10.12806606,55.95640784,29.81477748,50.7282776,11.8111316,34.0570656,11.79432069,11.6725375,9.072679,24.86105724,23.88680575,11.46673836,37.32780983,15.6940668,18.83626696,29.80727175,16.3908888,14.45072757,37.768208,37.7136056,36.62906634,28.81550052,51.8286651,21.53532986
28,2010-12-08,1305.25,692.5465347,141.2242925,35.07140662,24.15014028,71.37001347,68.09399198,25.73746144,78.61961016,22.37234436,102.5294103,135.7380193,148.3632179,16.98851518,40.33989288,24.9657536,31.27007385,178.787115,12.96443126,12.56375175,16.9173422,60.80422959,19.97866032,71.0648917,2.30951799,27.18631351,9.88131362,55.24809888,29.29895088,49.8920972,11.8111316,32.9025888,11.97376402,11.8438775,9.072679,23.95087209,23.5866125,11.46673836,38.14884571,15.12477222,18.68768992,29.307051,15.5168991,14.40938071,37.5402964,38.4737628,35.73941565,27.97263396,50.76814456,21.48461076
29,2010-12-09,1280.82,666.4434851,131.1854573,34.4998121,22.90429971,67.87490997,66.43821102,24.94834116,74.63165892,21.2278845,98.21477285,134.5847651,144.8042801,16.39278732,38.78665168,24.10755582,30.2243648,167.5320651,12.67461536,12.56375175,16.63198944,59.65543173,19.23318792,69.0986694,2.30951799,26.60875905,9.39902476,54.71686716,28.65416763,49.00017144,11.8111316,32.05597248,11.54962524,11.76891625,9.1153405,23.19671868,22.471609,11.04353712,37.47442338,15.2324766,18.30799304,27.9535125,15.3019836,14.38870728,35.2937392,36.4875456,34.14417993,26.57663622,49.70762402,20.76439954
30,2010-12-10,1298.25,660.733443,129.4839598,34.4998121,22.84041045,67.8050079,67.05912888,25.37325208,75.46430808,21.28326159,98.89603139,136.199321,145.6940146,16.51604136,39.09729992,24.10755582,30.25809735,170.6369064,12.77122066,12.56375175,16.63198944,60.80422959,19.35743332,69.3795583,2.30951799,27.72261408,9.48875292,54.8939444,28.8862896,48.88868072,11.8111316,31.9405248,11.63119039,11.68324625,9.1153405,22.59859701,23.02911075,11.1342231,36.50677395,15.04784052,18.68768992,28.1889105,15.5455545,14.34736042,34.8053572,36.7327576,34.54298886,26.65565496,49.53657232,20.93684448
31,2010-12-13,1338.43,685.205052,131.0153075,35.03057844,23.3195799,68.99334309,68.3009646,25.67675988,76.69137,21.9662457,102.188781,136.199321,149.6978195,17.17339624,39.98486632,24.9657536,30.86528325,173.483011,13.02239444,12.56375175,17.08040092,62.44536939,19.92896216,70.64355835,2.30951799,29.08399245,9.6457772,55.60225336,29.53107285,50.11507864,11.8111316,32.94107136,11.84325978,11.90813,9.328648,22.98867636,23.45795825,11.41635726,38.73529991,15.35556732,18.96833544,28.8951045,17.1072738,14.61611501,35.977474,38.2285508,35.43263955,27.41950278,50.73393422,21.51504222
32,2010-12-14,1350.75,686.0207723,132.036206,36.09211112,23.57513694,69.34285344,68.50793722,25.43395364,77.786961,22.40926242,102.7564965,139.774409,154.8137926,17.1528539,40.1623796,25.3558435,30.93274835,175.811642,13.3315314,12.56375175,17.20269496,61.95302745,20.20230204,71.3457806,2.30951799,29.20775412,9.72428934,56.84179404,29.71161216,50.7282776,11.8111316,33.05651904,12.12058129,12.16514,9.243325,23.56079274,23.62949725,11.5372719,40.99314858,15.98640726,18.77023272,28.953954,18.2248344,14.59544158,36.62865,39.0622716,35.12586345,27.55120068,52.3418202,21.88021974
33,2010-12-15,1345.18,681.1264505,128.633211,36.05128294,23.47930305,68.78363688,67.57656043,25.1911474,77.08578276,22.5200166,101.2804363,138.2751786,151.9221556,16.92688816,39.7185964,25.94097835,30.6291554,179.9514305,14.60672136,12.56375175,17.08040092,61.62479949,20.07805664,70.08178055,2.30951799,29.95032414,10.04955392,55.95640784,29.42790753,50.28231472,11.8111316,33.4798272,11.94113796,11.9295475,9.186443,24.7050255,23.7581515,11.35589994,40.96382587,16.06333896,18.63816424,28.86567975,17.9812635,14.36803385,36.4984148,38.375678,35.06450823,27.20878614,52.6839236,22.25554108
