date,sse180,rate,sh.600009,sh.600010,sh.600295,sh.600019,sh.600028,sh.600031,sh.600036,sh.600048,sh.600050,sh.600066,sh.600068,sh.600085,sh.600111,sh.601628,sh.600150,sh.600196,sh.600295.1,sh.600406,sh.601933,sh.600536,sh.600547,sh.600598,sh.600600,sh.600690,sh.600875,sh.600887,sh.600895,sh.601006,sh.601877,sh.601899
2011-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-05,-0.003979676469381133,0.0,0.058205335489086574,-0.017902813299232823,0.013643254168772101,-0.015267175572518998,-0.01097560975609757,0.01710587147480358,-0.0038402457757296116,0.003581661891117305,0.014925373134328401,-0.01902044698050409,0.04380791912384163,0.006831006831006681,0.0011075730305967202,-0.01837390904915015,0.002768872048965365,-0.011005135730007387,0.013643254168772101,-0.02357133068384265,-0.01664684898929847,-0.008783487044356608,-0.044150943396226494,0.0029739776951673846,-0.018270054239223565,-0.0050000000000000044,0.02570694087403602,-0.00613026819923379,-0.00444938820912133,-0.010101010101010055,0.016542597187758412,-0.028742514970059863
2011-01-06,-0.0054507514725693484,0.0,0.006111535523300127,0.0,0.03589232303090739,0.0015503875968991832,-0.0036991368680640013,-0.021818181818181848,-0.005397070161912154,0.02640970735189163,-0.018382352941176516,0.08288899660688331,0.00887812752219519,-0.02359882005899694,0.02516940948693125,0.0032756200280767978,-0.02877488737102174,-0.01261127596439171,0.03589232303090739,0.012491228070175442,0.0015114873035066978,-0.01107665042091277,-0.012041058033951835,0.005930318754633124,0.0023262576330327356,-0.005743000717875146,-0.030910609857978222,-0.0521716782318169,0.003351955307262733,0.0012755102040815647,-0.014646053702196848,-0.014796547472256338
2011-01-07,0.004825311433294344,0.0,-0.013667425968109326,0.005208333333333259,-0.039461020211742026,0.015479876160990669,0.012376237623762387,-0.012546468401486988,0.027131782945736482,0.0006954102920722072,0.014981273408239737,0.012981199641897812,-0.015199999999999991,-0.015105740181268867,-0.03696209361931735,0.0163246268656716,0.019302708364506982,0.006010518407212562,-0.039461020211742026,-0.026892154144718572,-0.02716571083610042,0.0013440860215054862,-0.021178821178821083,-0.014738393515106973,0.017116333043226017,-0.0007220216606498298,-0.03074712643678157,-0.004338394793926392,0.012249443207126953,0.006369426751592355,-0.007844756399669639,-0.01251564455569465
2011-01-10,-0.01716476058702232,0.0,-0.03002309468822173,-0.025906735751295318,-0.017535070140280662,-0.0060975609756097615,0.0024449877750609694,-0.012235294117647122,-0.017358490566037776,-0.029881862404447457,-0.005535055350553542,-0.0008837825894829621,0.002437043054427157,-0.018711656441717905,0.0036419666619975644,-0.012849931161082906,0.0403699354081033,-0.03584764749813296,-0.017535070140280662,-0.07207977207977212,-0.008067018305926044,-0.025503355704697972,0.004286589099816274,0.004487658937920802,-0.03051911009697661,-0.02854046242774566,-0.0029647198339755043,-0.025326797385620936,-0.02310231023102305,0.005063291139240533,-0.006242197253433335,-0.013941698352344711
2011-01-11,0.007551911612683204,0.0,0.013492063492063444,0.007978723404255428,0.02243753187149422,0.027607361963190247,0.019512195121951237,0.002858504049547461,0.013056835637480724,0.055873925501432664,0.02226345083487935,-0.009730207872622687,0.009724473257698651,0.00031259768677727173,-0.01786461967899511,0.005113900511390046,0.0014110342881330507,-0.0038729666924864903,0.02243753187149422,0.0053730426773104245,-0.024397873005942983,0.012396694214876103,-0.015243902439024404,0.015636634400595817,-0.004118858487790589,0.011528449237634852,-0.03389830508474578,-0.003352891869237151,0.007882882882882747,0.02015113350125941,0.0016750418760469454,0.0012853470437017567
2011-01-12,0.00756485699234144,0.0,0.025058731401722767,0.03430079155672816,-0.003990024937655989,0.0194029850746269,0.0,-0.005225653206650804,0.006065200909780133,0.025101763907733998,0.0,0.013845466726216893,0.03772070626003199,0.00406250000000008,0.0029842262327695046,0.012950971322849059,-0.0008454276454840093,0.0062208398133747345,-0.003990024937655989,-0.0456558253168422,0.013465854440525726,0.029024943310657525,-0.005572755417956765,-0.0014662756598241566,-0.013589364844904028,-0.0018382352941176405,0.0,-0.01878329128118872,0.012290502793296243,0.0024691358024691024,-0.0071070234113712605,0.0012836970474967568
2011-01-13,-0.001156052564137311,0.0,0.006111535523300127,-0.017857142857142794,-0.026539809714571705,-0.008784773060029338,0.020334928229664984,-0.003820439350525451,-0.005275056518462717,-0.01588352084712108,0.012704174228675091,0.010132158590308471,-0.03866976024748647,0.011204481792717047,0.0007084159818644409,-0.0031963470319634757,-0.024961218445917255,0.004636785162287493,-0.026539809714571705,0.03520000000000012,-0.006327111673521069,0.001322168356103992,-0.02075550020755501,-0.012481644640234935,0.007187780772686558,0.0029465930018417463,0.006463527239150446,0.01571428571428557,0.0066225165562912025,0.027093596059113434,0.002105263157894832,-0.00512820512820511
2011-01-14,-0.01656688586919619,0.0,0.012148823082763771,-0.007792207792207906,-0.048868312757201826,-0.008862629246676468,0.00703399765533419,-0.020613614573346095,-0.011363636363636243,0.0013449899125757003,-0.0035842293906810374,-0.004797208896641925,0.0096540627514079,-0.026161895967990234,-0.04842135070083542,-0.01832340815391653,-0.001880242985247249,-0.006923076923076921,-0.048868312757201826,-0.014837712519319979,-0.04520853231454958,-0.04885563380281688,-0.026918185671894967,0.004460966542751077,-0.013975617008623376,0.0,-0.03975535168195732,-0.01490857946554136,-0.015350877192982337,-0.011990407673860837,-0.03613445378151259,-0.03221649484536082
2011-01-17,-0.0350477443263737,0.0,-0.006751687921980443,-0.03926701570680624,-0.03948080043266611,-0.02682563338301036,-0.023282887077997638,-0.0602055800293686,-0.02605363984674325,-0.08663532572196109,-0.014388489208632893,-0.05258545135845749,-0.016733067729083784,-0.06321112515802785,-0.03957744383276296,-0.020998600093327102,-0.04680481089697153,-0.05731990704879941,-0.03948080043266611,-0.028867273297772278,-0.043347782594198025,-0.042110134197130944,-0.037900239599215735,0.007401924500370027,-0.034680337756332946,-0.08997429305912596,-0.03375796178343948,-0.008566533409480437,-0.03340757238307357,-0.003640776699029069,-0.04054054054054057,-0.038615179760319585
2011-01-18,0.0003813649864141677,0.0,-0.01963746223564955,-0.008174386920980825,0.009572072072072002,0.0,0.008343265792610355,-0.013541666666666563,-0.0031471282454760274,0.0,-0.012773722627737238,-0.012025901942645745,-0.0421393841166936,0.010458839406207732,0.009914794732765353,0.003336510962821837,0.030556400121617644,-0.0032867707477403085,0.009572072072072002,0.024071082390953125,0.02335308469850106,-0.006280193236714915,0.02580937287751861,-0.0014695077149154967,0.006248047485160946,0.02098466505246166,-0.0003295978905735186,0.01584101382488501,-0.003456221198156584,0.0073081607795368875,-0.024079963652885117,-0.0013850415512465242
2011-01-19,0.020500451301430855,0.0,0.03312788906009234,0.024725274725274637,0.030117122141662067,0.009188361408882129,0.022458628841607542,0.03431890179514241,0.007892659826361559,0.022794117647058965,0.01848428835489835,0.06882022471910099,0.08375634517766506,0.01769616026711196,0.023930050621260968,0.008076009501187587,0.04572945862221567,0.00906842539159114,0.030117122141662067,0.013724562233790927,0.004427792915531192,0.020418084589207464,0.022290885014345507,0.0029433406916852256,0.00403601366035411,0.01699604743082994,0.03494889548302016,0.011341083073433511,0.010404624277456698,0.012091898428053138,0.0041899441340782495,0.01941747572815533
2011-01-20,-0.03207684978215963,0.0,-0.020879940343027537,-0.029490616621983934,-0.011369788846778417,-0.028831562974203306,-0.025433526011560792,-0.02348136804492096,-0.019577133907595967,-0.06326383896477361,-0.005444646098003547,-0.024529128339903616,-0.029664324746291992,-0.04954068241469822,-0.060374531835206025,-0.02120640904806781,-0.014811680067710498,-0.05065359477124187,-0.011369788846778417,0.021164021164021163,-0.062394031875211975,-0.05145307289185319,-0.046848013816925715,-0.03154805575935449,-0.0460729746444033,-0.032258064516129115,-0.04300732717425937,-0.021586767591813882,-0.012585812356979309,-0.031063321385901954,-0.039870190078813095,-0.04217687074829923
2011-01-21,0.015127020393307822,0.0,0.035795887281035776,0.011049723756906049,0.0,0.02499999999999991,0.03202846975088969,0.00993204391008895,0.015175718849840258,0.03453568687643904,0.038321167883211604,0.014818140996856854,0.048270313757039496,0.006213324128408582,-0.012276785714285698,0.011555127587867142,0.031643757159220964,0.016351118760757455,0.0,0.021944529106979527,0.0075949367088608,0.0030135610246107003,-0.012004530011325065,-0.005303030303030143,-0.008103727714748765,0.0028112449799195804,0.010652463382157196,-0.01690544412607442,0.02085747392815751,0.035758323057953234,-0.005311443746982114,-0.0028409090909091717
2011-01-24,-0.008158324641872383,0.0,-0.014705882352941124,0.0,-0.05257393209200445,0.010670731707317138,0.011494252873563315,-0.01345755693581785,-0.010228166797797034,0.008902077151335286,0.01581722319859402,-0.013274336283185861,0.02839600920951657,-0.027444253859348122,-0.04665052461662633,-0.008567348881485137,-0.003469812630117919,0.011854360711261558,-0.05257393209200445,-0.022666269012824314,0.001435750179468842,-0.0225338007010516,-0.00985786336542871,-0.03884234577303891,-0.0009803921568627416,-0.018021625951141318,0.0019762845849802257,0.013115709705625145,-0.012485811577752637,0.023809523809523725,-0.051941747572815555,-0.01851851851851849
2011-01-25,-0.00434570724768224,0.0,0.011194029850746245,0.008196721311475308,0.006936416184971206,0.019607843137254832,-0.014772727272727382,0.005246589716684236,0.003974562798092274,0.007352941176470562,-0.01211072664359869,-0.0192825112107623,-0.06641791044776124,-0.002821869488536244,-0.03504910260751781,0.002400384061449934,-0.06058495821727017,-0.015062761506276168,0.006936416184971206,0.020903265181568376,-0.016487455197132572,-0.0071721311475410054,-0.034035656401944836,-0.012678288431061668,0.004906771344455274,0.01916802610114199,-0.047008547008547064,0.005466052934407495,0.0,-0.010465116279069764,-0.030209933435739855,-0.030478955007256836
2011-01-26,0.012954409114791288,0.0,0.0014760147601475815,0.008130081300813163,0.021239954075774836,0.01479289940828421,0.0034602076124565784,0.022442588726513613,0.0063341250989708,0.010218978102189746,0.017513134851138368,0.0,0.061550759392486,0.03325079589671032,0.0068433058431303095,0.008141762452107404,0.06464047442550025,0.000849617672047609,0.021239954075774836,0.015692721566282986,0.009839650145772483,0.018059855521155965,0.0057526366251199335,0.0008025682182986049,0.01595052083333348,-0.009603841536614532,0.04553294239392902,0.006866952789699399,0.006896551724137945,0.007050528789659394,0.030095036958817323,0.008982035928143839
2011-01-27,0.014700850184606429,0.0,0.01989683124539421,0.008064516129032251,0.012928611579539062,0.0,0.01379310344827589,0.03522205206738138,0.0,-0.043352601156069315,0.029259896729776358,0.06950160036579778,0.03388554216867479,0.030126668948990076,0.020390379923318047,0.008551068883610347,0.026597966856983568,0.0,0.012928611579539062,0.018246027074749982,0.01876578852399846,0.013177901672579706,0.025738798856053346,0.017642341619887647,0.0,-0.010505050505050573,0.09996700758825483,-0.008809320829781031,-0.011415525114155223,0.0175029171528589,0.013326499231163469,0.02522255192878342
2011-01-28,0.0010140424090885336,0.0,-0.012283236994219626,0.016000000000000014,0.002774694783573839,-0.008746355685131268,-0.009070294784580546,0.06755424063116355,-0.009441384736428082,-0.012084592145015116,0.021739130434782483,0.03676784950833678,0.04005826656955569,-0.0029910269192422456,0.02254483347566194,-0.005652378709373629,0.013022246337493382,0.022071307300509213,0.002774694783573839,0.009393063583814865,-0.02160821820758052,0.010505252626313188,-0.005343866171003686,0.022852639873916614,-0.000961230374879829,0.005716619028174774,-0.0023995200959809893,0.007740825688073327,0.005773672055427337,-0.004587155963302836,0.004046535154274222,0.00723589001447178
2011-01-31,0.01293791948464551,0.0,0.027066569129480467,0.013123359580052396,0.021029330381848288,0.016176470588235237,0.029748283752860427,0.030946882217090188,0.003177124702144596,-0.00993883792048933,-0.0016366612111293755,0.0321649484536084,0.10014005602240905,0.013000000000000123,0.0030065141139135054,0.00426338228327805,0.04418853776111398,-0.0008305647840531893,0.021029330381848288,0.013027916964925002,0.010499637943519158,0.008910891089108919,0.07474889044615729,0.045454545454545414,0.04233483001924321,0.0,0.009621166566446293,0.013940256045519295,0.0011481056257174327,-0.0023041474654377225,0.015113350125944391,0.03879310344827602
2011-02-01,0.0008439932078347923,0.0,0.012108262108262213,0.0,-0.015176151761517431,-0.00723589001447178,0.0022222222222221255,-0.021057347670250803,0.005542359461599311,-0.0038610038610037423,-0.004918032786885185,-0.0015980823012385903,-0.036282622533418185,0.008555445870352063,0.05761865112406328,-0.0033018867924528017,-0.013721467042831614,-0.006650041562759723,-0.015176151761517431,-0.004522328999434833,0.015406664278036608,0.007850834151128527,-0.0010867202782003371,0.0,0.008923076923076811,0.02273650020300466,0.003275759380583665,-0.00953984287317633,0.005733944954128267,-0.008083140877598205,-0.002481389578163684,-0.004149377593360981
2011-02-09,-0.011558335032209821,0.0,-0.022519352568613704,-0.01813471502590669,-0.02861860209135958,-0.005830903790087438,-0.009977827050997812,0.0077803203661326314,-0.007874015748031482,-0.03023255813953496,0.023064250411861664,-0.01280512204881945,0.018494055482166427,-0.015008156606851508,-0.02204377263423085,-0.0056791292001892035,0.0005200884150307061,-0.0008368200836820217,-0.02861860209135958,-0.04897785349233397,-0.026817219477769938,0.003894839337877487,-0.021322889469103656,0.0832719233603536,-0.021043000914913068,0.012306470821754623,0.01335707925200369,0.017280453257790374,-0.01710376282782211,-0.016298020954598424,-0.023880597014925398,-0.002777777777777879
2011-02-10,0.017942103593315162,0.0,0.010799136069114423,0.01319261213720302,0.03399433427762055,0.011730205278592365,0.0,0.014532243415077195,0.008730158730158921,0.019984012789768135,0.0016103059581320522,0.04945277665180381,-0.049935149156938974,0.03511096389532953,0.01851553695057162,0.013802950975725814,-0.014814814814814836,0.03015075376884435,0.03399433427762055,0.030900134348410324,0.043872371283538936,0.05043646944713864,0.008003557136505357,0.03401360544217691,0.0059190031152647204,0.07450980392156858,0.004686584651435233,0.040100250626566636,0.019721577726218076,0.004733727810650956,0.03516819571865426,0.011142061281337101
2011-02-11,0.003314785241732565,0.0,-0.0064102564102563875,0.005208333333333259,0.034520547945205315,0.01304347826086949,-0.004479283314669513,0.0322291853178156,0.0,0.023510971786833812,-0.022508038585209,-0.006179992275009649,-0.0006825938566552558,-0.0016000000000000458,0.004584255453683239,0.0032863849765258912,0.01648858989579205,0.010569105691056846,0.034520547945205315,0.018679409209382936,-0.0006946856547411784,-0.011542012927054479,-0.0002205558006176389,-0.013815789473684115,-0.0003096934035304866,0.014963503649634946,0.0055393586005831885,-0.0021419009370816644,0.10011376564277596,-0.0011778563015312216,0.01969473165928126,-0.0013774104683195176
2011-02-14,0.03115485057574019,0.0,0.03870967741935494,0.02849740932642497,0.01641949152542388,0.03433476394849788,0.022497187851518552,0.018647007805724147,0.04327301337529499,0.02679938744257271,0.014802631578947345,0.0062184220753984665,0.005464480874316946,0.016666666666666607,0.03571990558615257,0.038839494618624126,0.0010381520892810414,0.0096540627514079,0.01641949152542388,0.027434257285003705,0.014250955856795366,0.010742643624474635,0.024266490183101785,0.020680453635757212,0.024163568773234223,0.01941747572815533,0.015366772977674747,-0.0002683123155353684,0.03929679420889354,0.03537735849056589,0.005311443746982114,0.030344827586206824
2011-02-15,-0.000705568871584128,0.0,0.008281573498964745,0.010075566750629594,0.006253256904637627,-0.006915629322268413,0.011001100110010986,-0.011494252873563204,-0.005279034690799378,0.004474272930648837,-0.00972447325769843,0.007338740826573931,0.012907608695652106,0.010088272383354413,0.06457003950167128,-0.008558558558558471,-0.01192636764324606,-0.004780876494023922,0.006253256904637627,0.0037354731599335,-0.018163125428375615,0.006931608133086797,0.009476631488261944,-0.0019607843137255943,-0.006049606775559657,-0.0017636684303351524,-0.01827527127355799,0.010198604401502998,0.012935323383084452,-0.005694760820045386,0.0009606147934677622,0.016064257028112428
2011-02-16,0.006886976822071178,0.0,0.013689253935660561,0.02743142144638422,0.013982392542724043,0.027855153203342642,0.008705114254624613,0.03875968992248069,-0.005307050796057644,-0.01187824795842618,-0.019639934533551617,0.02645705521472408,-0.018779342723004633,-0.01560549313358306,0.05066362209219366,0.0009086778736937529,0.008790343741799989,0.032826261008807034,0.013982392542724043,-0.006616126809097178,0.013961605584642323,-0.00045892611289577445,0.015574994666097908,-0.007203667321545426,-0.005477784540474762,0.011307420494699683,0.009889470622454821,-0.002656748140276388,0.018664047151276897,-0.002290950744558984,0.021593090211132315,0.0039525691699604515
