sz.000667,sz.000608,sz.000002,sz.000668,sz.000402,sz.000691,sz.000560,sz.000573,
-0.002963833,0.036054308,-0.020864918,-0.013339118,0.016419164,0.029975089,-0.010979562,-0.001685166,
-0.028908714,0.025749523,-0.060859777,-0.014684549,-0.069695838,-0.034354229,-0.034035224,-0.03523404,
-9.03E-05,0.023839201,0.024412027,-0.008384109,0.007391027,-0.007974633,0.021752085,-0.008368416,
0.008811807,-9.03E-05,0.002899267,0.003493959,0.064266166,-0.00803729,0.022214563,0.013265323,
-0.014796152,-9.03E-05,-0.016111134,-0.000685508,-0.044276316,-0.018781859,-0.010999361,-0.024801967,
0.005879879,-9.03E-05,-0.006148581,0.017181916,-0.01144469,-9.03E-05,-9.03E-05,0.006666487,
0.008811807,-9.03E-05,0.008290682,0.007520971,0.004831797,-0.004171903,-9.03E-05,0.011654696,
0.008733259,-9.03E-05,0.004443164,-0.002995558,-0.013151495,0.009472572,-9.03E-05,-9.03E-05,
-9.03E-05,-9.03E-05,0.010440005,0.005154485,0.00239112,0.01073517,-9.03E-05,0.004884854,
-0.008836626,-9.03E-05,0.008469462,-0.00124969,-0.012466508,0.009280547,-9.03E-05,-0.008341095,
0.002850906,-9.03E-05,-0.006363333,-9.03E-05,0.008263949,0.00388851,0.100093554,0.001573624,
-0.011820475,-9.03E-05,-0.023112921,-0.027368273,-0.024116782,-0.011979306,-0.067759443,-0.016701566,
-9.03E-05,-9.03E-05,-0.003891106,-0.003670222,-0.011125923,-9.03E-05,0.100268153,-0.001779459,
-0.006024988,-9.03E-05,0.008303473,0.000508532,0.000768099,-0.002764067,-0.010676589,-0.003474365,
-0.015015643,-9.03E-05,-0.014467871,-0.003680934,-0.001805536,-0.012154613,-0.055234303,-0.025557163,
0.005970336,-9.03E-05,0.004132379,0.002312132,0.007641689,0.012121399,-0.036675636,0.013847012,
-9.03E-05,-9.03E-05,-0.008882319,0.019682049,0.009287394,-0.004111718,-0.004611066,0.005064369,
0.005933826,-9.03E-05,0.041174674,-0.024767121,0.013423243,-0.020278695,0.02079983,0.006747337,
-9.03E-05,-9.03E-05,0.015835656,-9.03E-05,0.001576397,0.010898741,-0.018773544,-0.003485856,
-0.003084282,-9.03E-05,0.003555373,-0.003102318,-0.007577791,0.003985817,-0.009156453,0.001613308,
-9.03E-05,-9.03E-05,-0.00117999,-0.010966403,-0.010987169,0.00396927,-0.041261359,-0.013695712,
-0.018108288,-9.03E-05,0.053727912,-0.003755511,-0.025513999,-0.039173828,-0.027762026,-0.031124753,
-9.03E-05,-9.03E-05,-0.000780401,-0.003155874,0.008605382,-0.002895319,0.009723273,0.005247808,
0.002967834,-9.03E-05,0.006470503,-0.002550295,-0.006986822,-0.028219665,-0.007864808,-0.001860182,
-0.018382953,-9.03E-05,0.010201325,-0.005638975,-0.005298604,-0.002984626,0.009704049,-0.021366866,
-0.00940704,-9.03E-05,-0.04287465,-9.03E-05,-0.021905279,-0.014604058,-0.012699387,-0.009148241,
-9.03E-05,-9.03E-05,-0.025985978,0.003009544,-0.001874391,0.041146843,0.031343915,-0.007402884,
0.003044526,-9.03E-05,0.014112207,0.001145824,0.004378005,0.001324157,-0.00961408,-9.03E-05,
0.00303473,-9.03E-05,-0.007630665,0.000527014,0.004358128,0.019683741,0.002794345,-0.001931891,
-9.03E-05,-9.03E-05,0.000995113,-9.03E-05,-0.005404707,0.006834938,0.029631686,0.007289804,
