,date,seci,rate,sz.000002,sz.000006,sz.000007,sz.000011,sz.000014,sz.000031,sz.000036,sz.000042,sz.000043,sz.000046,sz.000069,sz.000402,sz.000502,sz.000514,sz.000517,sz.000537,sz.000540,sz.000558,sz.000560,sz.000573,sz.000608,sz.000615,sz.000616,sz.000620,sz.000631,sz.000656,sz.000667,sz.000668,sz.000671,sz.000691,sz.000718,sz.000732,sz.000736,sz.000797,sz.000838,sz.000897,sz.000909,sz.000926,sz.000961,sz.000965,sz.002016,sz.002077,sz.002133,sz.002146,sz.002147,sz.002208,sz.002244,sz.002285,sz.002377
0,2010-11-02,-0.006462118,9.027e-05,0.0009470739999999999,-9.027e-05,-0.010791816000000001,0.002221869,0.004390017,0.004053376,-0.010796908000000001,0.047275035,0.100317893,0.005548826999999999,0.004518025,0.004053377,0.024138805,0.018601318999999998,0.005870981999999999,0.031844037,0.08174052,-0.00144345,-9.027e-05,0.010283174,0.020416364,-0.02192935,0.010643183,-9.027e-05,-0.010771178000000001,0.011525358000000001,0.0057406340000000005,0.024670112999999997,0.026590626000000003,-9.027e-05,0.008420368000000001,-0.025791205,-0.023423602999999998,0.011453742,0.012241568999999999,-0.054256937000000005,-0.022605797999999996,0.0017462770000000003,0.03529992999999999,0.0030593359999999997,0.012167136,-0.040304747,-0.006765836999999999,0.0074569,-0.016537638,0.008046427,0.03964482899999999,-0.007336646999999999,-0.040849881000000005
1,2010-11-03,-0.018000851999999998,9.027e-05,0.019598848999999998,0.005329784000000001,0.008323192,0.021824378,-0.017931483,-0.004216817,-0.013077283,-0.03344244600000001,-0.034214899,0.027012533999999998,0.017493827,-0.008343365,-0.010842958,-0.012322686000000001,0.001391211,-0.020426256,-0.033423603,-0.004155311,-9.027e-05,-0.026784315,-0.028459064,-0.001265358,0.012299111000000001,-9.027e-05,-0.009536964,-0.023054778999999997,-0.008785922,-0.011002195,0.007186237,-9.027e-05,0.017842219,0.03108479,0.04427833099999999,0.027013867,0.029810062000000002,-0.064701136,-0.022330142999999997,-0.0055898119999999996,-0.021124451000000002,-0.006369705,0.045318408,-0.01405675,-0.03503650700000001,-0.033798135,-0.03621067100000001,-0.010582603000000001,-0.019994729,-0.009141365,-0.012161733000000001
2,2010-11-04,0.019956927,9.027e-05,-0.009236611,-9.027e-05,0.049969324999999995,-0.002347606,0.00172626,0.006815806999999999,0.019646572,0.000494525,0.03600804,0.000819648,-0.004598159,0.0012966920000000001,0.007518426,0.010229647,0.020619789,-0.004602905,0.025771798999999998,0.00943354,-9.027e-05,0.012567958,0.00477591,0.016380318,0.006902737,-9.027e-05,0.002634526,0.008456739,-0.003014247,-0.00403038,-0.008346204,-9.027e-05,0.000945999,-0.008229805,-0.0009072630000000001,-0.0014791589999999999,-0.003316076,0.070553372,0.008033206999999999,-0.0019335879999999998,-0.0045665459999999995,-0.010358832,0.031763012,0.042402647999999994,0.005480761,-0.004741433,0.013095018,0.0023567120000000004,0.011282598000000001,-0.008929398,0.03412282899999999
3,2010-11-05,0.012233226000000002,9.027e-05,-0.001115911,0.02416849,0.026016427,-0.009140044,0.017135478,0.027344572,0.017114031000000002,0.024456778999999998,0.03400906299999999,0.012637003,0.014249353000000001,0.028995603,0.020405954,0.016252937,0.004257556,0.013509005,0.014130803,0.021473072000000003,-9.027e-05,0.020743063,0.01928019,0.027687508,0.017270841000000002,-9.027e-05,0.012137991,0.025333459,-9.027e-05,-0.000881409,0.052979449,-9.027e-05,0.008191303,0.013977725,0.030163205,-0.001481091,0.003145976,-0.022084405,0.020054773999999997,0.014683507,0.039478074999999994,0.011082914,0.031715155999999994,-0.010959835,0.008219979,0.034177642999999994,0.016348086,0.017810462,-0.010532037,0.004368707,-0.013992078
4,2010-11-08,0.017785362,9.027e-05,0.016336835,0.039383414,0.006546898000000001,0.035297857999999994,0.02219137,0.011925751000000002,0.044307192999999995,0.089470483,0.004927651,-9.027e-05,0.032647825,0.009330995,0.010480555,0.022020282999999998,0.025883756,0.044632449,-0.01857338,0.009144558,-9.027e-05,0.010113812,0.031976238,0.030315135,0.028919969,-9.027e-05,0.014674831000000001,0.049496506999999995,0.032167795,0.01257798,0.06710340599999999,-9.027e-05,0.050217738,0.028811464,-0.004058524,0.013837307,0.010662418,0.0044074809999999996,0.03624464299999999,0.06178416099999999,0.05354294799999999,0.018062848,0.0017229670000000002,0.010898741000000002,0.020514126,0.017982019,0.011365256,0.019094382,0.030753886,0.020921864,0.022758538999999998
5,2010-11-09,0.003034072,9.027e-05,-0.040494310000000006,-0.029204194,0.003206433,-0.019935915,-0.0027057889999999997,-0.021198448999999998,-0.006163144,-0.031503883,-0.04145974200000001,-0.026122586,-0.028908714,-0.025423603,0.018738182,0.015642277,-0.015561437,0.009327538,-0.047492868,0.010367246,-9.027e-05,-0.004130674,-0.01735149,0.006467107,-0.033257766,-9.027e-05,0.003877984,0.022547525,-0.011453906000000002,0.005382756,-0.018608789,-9.027e-05,-0.035280886000000004,0.050471527999999995,0.003893794,0.013645994,0.003101219,0.03423808799999999,-0.007712221,0.029044262999999997,-0.014047577,-0.002415851,-0.027239591,0.024366252,-0.00547385,-0.036332874,-0.00808494,-0.01263929,-0.039460349000000006,-0.017481574,0.020822278
6,2010-11-10,0.006392465999999999,9.027e-05,-0.036932375,-0.035292356000000004,-0.025281946,-0.03271119200000001,-0.023691669,-0.018958195,-9.027e-05,-0.033603784000000005,0.0013978250000000001,-0.050781515000000006,-0.037182258,-0.016506139,-0.022677539,-0.022355517000000002,-0.014375984,-0.043347267,-0.010996882,-0.02466983,-9.027e-05,-0.012260655,-0.025851394,-0.001176046,-0.030965056,-9.027e-05,-0.027758254,-0.029926651000000002,-0.011584523000000001,-0.031972074,-0.028392157,-9.027e-05,-0.035551263,-0.015063532,0.015782746,-0.028545555,-0.017057396000000002,0.03887076899999999,0.020647057,-0.045885441,-0.05670975400000001,-0.022623293,-9.027e-05,-0.009816176,-0.02444751,-0.035393417,0.020729072,-0.019947298999999998,-0.028778795,-0.015429503,0.005961872
7,2010-11-11,-0.005883554,9.027e-05,0.0031884190000000005,-0.001441621,-0.011326225,-0.003578642,0.0008049849999999999,-9.027e-05,-0.010273569,-0.005123827,-0.022378532000000003,0.003793225,0.0022209779999999998,0.001300551,-0.012695312,-0.009001160999999999,-9.027e-05,-0.017820766000000002,0.00128809,-0.01202661,-9.027e-05,0.006069894,-0.0036960390000000004,-0.019655487,-0.0036300929999999996,-9.027e-05,-0.006865338,-0.016955348999999998,-0.002997247,-0.0041063340000000005,-0.012711628999999999,-9.027e-05,-9.027e-05,-0.042435547000000004,-9.027e-05,0.0040938300000000006,0.000988479,-0.040368048000000004,-0.033950315,0.10025877,-0.009799008,0.030116407,-0.006601898,-0.017054556000000002,-0.004251158,-0.00168136,0.0051728880000000005,-9.027e-05,0.007504667,-0.014470138,0.030913895
8,2010-11-12,-0.061285067000000006,9.027e-05,-0.07089637,-0.08534060900000001,-0.050090270000000006,-0.08527113300000001,-0.07969671,-0.06052983000000001,-0.080337184,-0.08890421,-0.09051580199999999,-0.083262417,-0.082334697,-0.06259027,-0.08945197199999999,0.07483480499999999,-0.074003313,-0.079512653,-0.08543094500000001,-0.075258055,-9.027e-05,-0.07764129,-0.06884780900000001,-0.09875989300000002,-0.080019222,-9.027e-05,-9.027e-05,-0.050544357000000005,-0.06131476,-0.058154786,-0.08563599300000001,-9.027e-05,-0.08832556400000001,-0.049976891,-0.050090270000000006,-0.03481249200000001,-0.057202339000000005,-0.076790704,-0.088096501,-0.028639041,-0.099020751,0.067810965,-0.009453566,-0.09999944300000001,-0.082262972,-0.07180341700000001,-0.06815309700000001,-0.083558665,-0.087192448,-0.058448933,-9.027e-05
9,2010-11-15,0.023842804,9.027e-05,-9.027e-05,0.014702628999999998,0.038187241999999996,0.007562791,0.009627903,0.010143648,-0.002327406,0.016566115,0.014947324,0.01784222,0.016660149,0.016206026000000002,0.010423749,0.033366979,0.012429292,0.010694044,-0.014386733,0.020229033,-9.027e-05,0.015396456000000001,0.014158435,0.019589927,0.025006255,-9.027e-05,-0.056024786,0.01372482,0.02164886,0.007615209,0.024640912999999997,-9.027e-05,0.007974245999999999,-0.032309840000000006,-0.026406059,0.033003254999999995,0.060481159,0.014016313,0.000763701,0.036644423999999995,-0.006024988,-9.027e-05,-0.029390837000000003,0.041282081,0.042398349,-0.029274819,0.03361759499999999,0.017593196000000002,-0.012016876000000001,-0.0010586369999999999,-0.044075907000000004
10,2010-11-16,-0.03494746000000001,9.027e-05,-0.04346658900000001,-0.011752078000000001,-0.028892112999999997,-0.038064954000000005,-0.033776507000000004,-0.033375364000000005,-9.027e-05,-0.049240755000000004,-0.04700385000000001,-0.034287161000000003,-0.039628985000000005,-0.040906597,-0.040552698,-0.038759335000000006,-0.037184551,-0.058286196,-0.06573912500000001,-0.039919573,-9.027e-05,-0.050199202000000005,-0.042235864000000005,-0.04954744700000001,-0.049054488,-9.027e-05,-0.07812495200000001,-0.028392157,-0.03352492000000001,-0.034924595,-0.032619126000000005,-9.027e-05,-0.04123312700000001,-0.017352909,-0.049921351,0.026372126000000003,-9.027e-05,-0.078915618,-9.027e-05,-0.10009027000000001,-0.042876340000000006,-0.088963102,-0.017617047,-0.035942983000000005,0.026110603,-0.040762242000000004,-0.022508748,-0.037449088,-0.051158051,-0.049524842000000006,-0.042343791
11,2010-11-17,-0.033428805000000006,9.027e-05,0.0023607100000000002,0.055956927999999996,-0.008393946999999999,0.010436046000000001,0.001901762,0.0014067360000000002,-0.065112692,0.027988862000000003,0.014590213999999999,-0.019403575,0.005055527,0.0014294870000000001,-0.015752921,-0.09457109300000001,-0.0049056790000000005,-0.0042097340000000006,0.012981625,-0.001571751,-9.027e-05,-0.013851738,0.001243063,-0.030547123,-0.002070468,-9.027e-05,-0.007927261,0.005303473,-9.027e-05,-0.016815622,0.0020789270000000004,-9.027e-05,0.003485415,-0.050278476,-0.041868048000000005,-0.032654720000000005,-0.041038546,-0.025258055,-0.058110748000000004,-0.047334364000000004,0.004067734,-0.100010968,-0.018920795,-0.031246048999999998,-0.004345589,-0.006541883,-0.04526052700000001,-0.010018068,0.004802098,0.002628969,-0.02509027
12,2010-11-18,0.017359708999999997,9.027e-05,0.010912175,-0.0028835659999999997,0.021440829999999998,0.01944098,0.002891837,0.004394035,0.004705893,0.010462182,0.005016113,0.011944741000000002,0.025507,0.005979531999999999,0.012149631999999999,0.013339482,0.009587149,0.018524001000000002,0.03136134299999999,0.008811807,-9.027e-05,0.0022353110000000002,0.010562193000000001,0.014307636,0.015782746,-9.027e-05,0.015707518,0.010639343999999998,0.0030543840000000003,0.007071771,0.022637003,-9.027e-05,0.028413293,-0.002732278,0.031449619,-0.042166006,-0.043910495,-9.027e-05,0.014402483999999998,0.013683835,0.014402483999999998,0.004315016,0.021121851,0.015469896,-0.001514771,-9.027e-05,0.015193573,0.011760231000000001,0.022305056,0.01990973,0.008959504
13,2010-11-19,0.029173805,9.027e-05,-0.00371784,-0.007093070999999999,0.004593570999999999,-0.01541594,0.007838372,0.004374016,-9.027e-05,0.030622261,0.00414343,0.013963783,0.0007416769999999999,0.008959504,0.0047464890000000004,-0.0062064780000000005,0.001507174,0.0009249579999999999,0.003037174,0.005792083000000001,-9.027e-05,0.002229916,0.005179822,0.019264569,0.001862855,-9.027e-05,-0.00320069,-9.027e-05,-9.027e-05,0.01590973,-0.0074976769999999995,-9.027e-05,0.001064464,0.018452776,-0.0018888309999999999,0.002837988,0.012835698999999999,0.037775478999999994,0.025802587000000002,0.047011179,0.013175036000000001,0.04289218599999999,-0.003057629,0.032596145,-9.027e-05,-0.009366708,0.030734103,0.007116936999999999,-0.0038997940000000003,0.004230102,0.030303352000000002
14,2010-11-22,0.012310692,9.027e-05,-0.018294153,0.002730604,-0.011745282,0.012879898999999998,0.005809435,0.001391211,0.009456269,0.020767894,0.003282411,0.0020419260000000003,-0.013390353999999998,-0.00905888,0.016756902,-9.027e-05,0.022238279,0.022222102999999997,0.028748389,0.007219672,-9.027e-05,0.00453936,0.007773426,-0.003887738,0.007707001,-9.027e-05,0.003029855,-0.003274983,0.006179321999999999,0.012158199,0.012702907,-9.027e-05,0.003369938,-0.007892611,-0.018108288,-0.00738954,0.003390008,-0.008382144,0.08694193199999999,-0.024311722999999997,0.006959075,-0.027003642999999997,0.036616078999999996,0.006833568000000001,0.014175065,0.039235572999999996,-9.027e-05,0.005276456,0.019030189,0.00685877,0.021669885
15,2010-11-23,-0.009941287,9.027e-05,-0.021103867000000002,0.026632655,-0.031929893,-0.018016006,-0.024528197999999998,-0.029676069,-0.042643461,-0.011181921999999999,-0.040426404,-0.033068993000000005,-0.02115177,-0.012156634,-0.022575477000000004,-0.041115911000000005,-0.009450644,-0.033820429,-0.04402966400000001,-0.02476371,-9.027e-05,-0.034652482000000005,-0.016995342,-0.034397767,-0.027169574,-9.027e-05,-0.032749679000000004,-0.025649375,-0.021897124,-0.034662439,-0.021142902,-9.027e-05,-0.023078776000000002,-0.049893678000000004,0.016423491000000002,-0.032443211000000007,-0.042864835999999996,-0.048585253,-0.044926139000000004,-0.035551263,-0.03909027,-0.038119656,0.016177673,-0.017771999,-0.031032605,-0.037928108,0.039548117,-0.033898099,-0.031985204,-0.033938446000000004,0.004169077
16,2010-11-24,0.025366624,9.027e-05,0.02011175,-0.005569721999999999,0.013308025,0.011643758999999998,0.011933778,0.012104852,0.009786273,0.028245031,0.016547208,0.01201094,0.010236753000000001,0.009070035,0.022912151000000002,0.006326841999999999,0.015657761000000003,0.0050432,0.030813057999999997,0.005862111,-9.027e-05,0.009456269,0.011814492,0.038067624999999994,0.017802374,-9.027e-05,0.011163748999999999,0.01411738,0.00946387,0.023186363999999998,0.009587149,-9.027e-05,0.018733259,0.012323523000000001,0.014350163,0.009028271,0.009571566,0.03681658399999999,0.05439422299999999,0.024725906000000002,0.024883715,0.007995983,0.001792969,0.02990973,0.010069382,0.014891003,0.021983309,0.007276213,0.012506628999999998,0.0067124509999999995,0.025828674
