date,seci,rate,sz.000002,sz.000006,sz.000007,sz.000011,sz.000014,sz.000031,sz.000036,sz.000042,sz.000043,sz.000046,sz.000069,sz.000402,sz.000502,sz.000514,sz.000517,sz.000537,sz.000540,sz.000558,sz.000560,sz.000573,sz.000608,sz.000615,sz.000616,sz.000620,sz.000631,sz.000656,sz.000667,sz.000668,sz.000671,sz.000691,sz.000718,sz.000732,sz.000736,sz.000797,sz.000838,sz.000897,sz.000909,sz.000926,sz.000961,sz.000965,sz.002016,sz.002077,sz.002133,sz.002146,sz.002147,sz.002208,sz.002244,sz.002285,sz.002377
2010-11-16,-0.03485719,0.00009027,-0.043376319,-0.011661808,-0.028801843,-0.037974684,-0.033686237,-0.033285094,0,-0.049150485,-0.04691358,-0.034196891,-0.039538715,-0.040816327,-0.040462428,-0.038669065,-0.037094281,-0.058195926,-0.065648855,-0.039829303,0,-0.050108932,-0.042145594,-0.049457177,-0.048964218,0,-0.078034682,-0.028301887,-0.03343465,-0.034834325,-0.032528856,0,-0.041142857,-0.017262639,-0.049831081,0.026462396,0,-0.078825348,0,-0.1,-0.04278607,-0.088872832,-0.017526777,-0.035852713,0.026200873,-0.040671972,-0.022418478,-0.037358818,-0.051067781,-0.049434572,-0.042253521
2010-11-17,-0.033338535,0.00009027,0.00245098,0.056047198,-0.008303677,0.010526316,0.001992032,0.001497006,-0.065022422,0.028079132,0.014680484,-0.019313305,0.005145797,0.001519757,-0.015662651,-0.094480823,-0.004815409,-0.004119464,0.013071895,-0.001481481,0,-0.013761468,0.001333333,-0.030456853,-0.001980198,0,-0.007836991,0.005393743,0,-0.016725352,0.002169197,0,0.003575685,-0.050188206,-0.041777778,-0.03256445,-0.040948276,-0.025167785,-0.058020478,-0.047244094,0.004158004,-0.099920698,-0.018830525,-0.031155779,-0.004255319,-0.006451613,-0.045170257,-0.009927798,0.004892368,0.002719239,-0.025
2010-11-18,0.017449979,0.00009027,0.011002445,-0.002793296,0.0215311,0.01953125,0.002982107,0.004484305,0.004796163,0.010552452,0.005106383,0.012035011,0.02559727,0.006069802,0.012239902,0.013429752,0.009677419,0.018614271,0.031451613,0.008902077,0,0.002325581,0.010652463,0.014397906,0.015873016,0,0.015797788,0.010729614,0.003144654,0.007162041,0.022727273,0,0.028503563,-0.002642008,0.031539889,-0.042075736,-0.043820225,0,0.014492754,0.013774105,0.014492754,0.004405286,0.021212121,0.015560166,-0.001424501,0,0.015283843,0.011850501,0.022395326,0.02,0.009049774
2010-11-19,0.029264075,0.00009027,-0.00362757,-0.007002801,0.004683841,-0.01532567,0.007928642,0.004464286,0,0.030712531,0.0042337,0.014054053,0.000831947,0.009049774,0.004836759,-0.006116208,0.001597444,0.001015228,0.003127444,0.005882353,0,0.002320186,0.005270092,0.019354839,0.001953125,0,-0.00311042,0,0,0.016,-0.007407407,0,0.001154734,0.018543046,-0.001798561,0.002928258,0.012925969,0.037865749,0.025892857,0.047101449,0.013265306,0.042982456,-0.002967359,0.032686415,0,-0.009276438,0.030824373,0.007207207,-0.003809524,0.004320372,0.030393622
2010-11-22,0.012400962,0.00009027,-0.018203883,0.002820874,-0.011655012,0.012970169,0.005899705,0.001481481,0.009546539,0.020858164,0.003372681,0.002132196,-0.013300084,-0.00896861,0.016847172,0,0.022328549,0.022312373,0.028838659,0.007309942,0,0.00462963,0.007863696,-0.003797468,0.007797271,0,0.003120125,-0.003184713,0.006269592,0.012248469,0.012793177,0,0.003460208,-0.007802341,-0.018018018,-0.00729927,0.003480278,-0.008291874,0.087032202,-0.024221453,0.007049345,-0.026913373,0.036706349,0.006923838,0.014265335,0.039325843,0,0.005366726,0.019120459,0.00694904,0.021760155
2010-11-23,-0.009851017,0.00009027,-0.021013597,0.026722925,-0.031839623,-0.017925736,-0.024437928,-0.029585799,-0.042553191,-0.011091652,-0.040336134,-0.032978723,-0.0210615,-0.012066364,-0.022485207,-0.041025641,-0.009360374,-0.033730159,-0.043939394,-0.02467344,0,-0.034562212,-0.016905072,-0.034307497,-0.027079304,0,-0.032659409,-0.025559105,-0.021806854,-0.034572169,-0.021052632,0,-0.022988506,-0.049803408,0.016513761,-0.032352941,-0.042774566,-0.048494983,-0.044835869,-0.035460993,-0.039,-0.038029386,0.016267943,-0.017681729,-0.030942335,-0.037837838,0.039638387,-0.033807829,-0.031894934,-0.033848176,0.004259347
2010-11-24,0.025456894,0.00009027,0.02020202,-0.005479452,0.013398295,0.011734029,0.012024048,0.012195122,0.009876543,0.028335301,0.016637478,0.01210121,0.010327023,0.009160305,0.023002421,0.006417112,0.015748031,0.00513347,0.030903328,0.005952381,0,0.009546539,0.011904762,0.038157895,0.017892644,0,0.011254019,0.01420765,0.00955414,0.023276634,0.009677419,0,0.018823529,0.012413793,0.014440433,0.009118541,0.009661836,0.036906854,0.054484493,0.024816176,0.024973985,0.008086253,0.001883239,0.03,0.010159652,0.014981273,0.022073579,0.007366483,0.012596899,0.006802721,0.025918944
2010-11-25,0.00314904,0.00009027,0.03960396,0.008264463,0.002403846,0.012886598,0.01980198,0.021084337,0.026894866,0.015499426,0.036175711,0.022826087,0.02725724,0.025718608,0.021301775,0.02869288,0.013953488,0.026557712,0.048424289,0.016272189,0,0.023640662,0.019607843,0.02661597,0.02734375,0,0.023847377,0.00862069,0.015772871,0.01312336,0.041533546,0,0.046189376,0.016348774,0.004448399,0.018072289,0.049043062,0.008474576,-0.007949126,0.10044843,0.025380711,0.038324421,-0.015977444,0.00776699,0.028735632,0.07103321,-0.007853403,0.099634369,0.052631579,0.043918919,-0.008727607
2010-11-26,-0.003766985,0.00009027,-0.020238095,-0.028688524,0.04676259,-0.025445293,-0.029126214,-0.022123894,-0.014285714,-0.023176936,-0.028262677,-0.032943677,-0.019900498,-0.016224189,-0.027809965,-0.02892562,-0.027522936,-0.027860697,-0.007331378,-0.018922853,0,-0.018475751,-0.01025641,-0.027160494,-0.007604563,0,-0.02484472,-0.016025641,-0.01863354,-0.011226252,-0.032719836,0,-0.015452539,-0.017426273,-0.014171833,-0.013313609,0.004561003,-0.021848739,-0.014423077,0.005704971,-0.028712871,-0.012875536,-0.039159503,-0.012524085,-0.026536313,-0.013781223,-0.009894459,-0.037406484,-0.025454545,-0.010355987,-0.011121409
2010-11-29,0.004809063,0.00009027,-0.007290401,0.00281294,0.028636884,0.005221932,0.004,0.006033183,-0.009661836,0.002893519,0.01283148,-0.016483516,-0.006768189,0,0.00238379,0,-0.001572327,-0.002047083,-0.022895126,0,0,0.004705882,-0.015544041,0.01142132,0,0,0.00477707,-0.001085776,0.006329114,-0.001746725,-0.015856237,0,-0.005605381,-0.012278308,0,0.002998501,0.044267877,-0.012027491,-0.028455285,0.036466775,-0.008154944,-0.008695652,-0.005964215,0.009756098,-0.011477762,-0.020960699,0.033977348,-0.000863558,-0.015858209,0.003270111,0.029990628
2010-11-30,-0.02350464,0.00009027,-0.004895961,-0.035063114,-0.020044543,-0.045454545,-0.029880478,-0.026986507,-0.029268293,-0.028851702,0.008445946,0.008938547,-0.012776831,-0.008995503,-0.021403092,0.00106383,-0.006299213,-0.037948718,0.018896447,-0.025222552,0,-0.030444965,-0.027631579,0.025094103,-0.028735632,0,-0.026941363,-0.043478261,-0.022012579,-0.029746282,-0.031149302,0,-0.024802706,0,-0.02066487,-0.041853513,0.006521739,-0.006956522,-0.035146444,0.02814699,0.072970195,-0.019298246,0.05,-0.034782609,-0.029027576,0.001784121,0.007731959,0.027657736,-0.032227488,0.026075619,-0.03867152
2010-12-01,-0.002630311,0.00009027,0.011070111,0.0625,0.004545455,0.016326531,0.002053388,-0.001540832,0.005025126,0.041592395,0.032663317,-0.008859357,0.014667817,0.001512859,0,-0.006376196,0.001584786,-0.003198294,-0.005192878,0.01369863,0,0.002415459,0,0.00244798,0.001972387,0,0.001628664,0.007954545,0.006430868,0.007213706,0.002217295,0,0.005780347,-0.020718232,0.001834862,-0.003120125,-0.001079914,-0.003502627,-0.000867303,-0.020532319,-0.030651341,0.004472272,0.020952381,0.003003003,0.002989537,0.013357079,-0.015345269,-0.021867115,0.017629775,-0.012388818,0.004732608
2010-12-02,0.00483751,0.00009027,0.006082725,0,-0.004524887,0.004016064,0.00102459,0,0.02,-0.002281803,-0.00648824,-0.002234637,-0.003401361,0.003021148,0.002430134,0.003208556,0.001582278,-0.001069519,0.02087994,0.009009009,0,0.002409639,0.00405954,0.061050061,0,0,0.006504065,0.006764374,0.003194888,0.009847807,-0.001106195,0,0,0.011283498,-0.005494505,0,-0.007567568,0.005272408,0.004340278,-0.031832298,0,0.015138023,-0.014925373,0.00499002,0.019374069,0.014938489,0.045454545,-0.005159071,0.007699711,-0.010292699,0.031088083
2010-12-03,-0.006439307,0.00009027,0.026602177,0.08618331,-0.010227273,0.009333333,0.012282497,0.00617284,0.009803922,0.033733562,0.039183673,0.010078387,0.022184301,0.010542169,0.010909091,0.011727079,0.009478673,0.00856531,0.046018992,0.007440476,0,0.004807692,0.009433962,-0.026467204,0.001968504,0,0,0.027995521,0.003184713,0.02393617,0.017718715,0,0.009195402,0.009762901,0.010128913,0.006259781,-0.002178649,-0.006993007,-0.017286085,-0.003207698,0,-0.003508772,0.016098485,0.035749752,0.01754386,0.01991342,-0.026708075,0.013828868,0.016236867,0.023399415,0.007766103
2010-12-06,-0.011433969,0.00009027,0,0.039042822,-0.03673938,0,-0.003033367,0.001533742,-0.009708738,0.002765487,-0.010997643,0.014412417,-0.010016695,-0.002980626,-0.007194245,-0.018967334,-0.001564945,-0.005307856,0.007681564,-0.011816839,0,-0.014354067,-0.006675567,-0.037825059,-0.00589391,0,-0.008077544,-0.006535948,-0.006349206,-0.014718615,-0.021762786,0,0.017084282,-0.006906077,-0.006381039,-0.01399689,0.051310044,-0.019366197,-0.011433597,0.014481094,0,-0.014964789,-0.061509786,0.07957814,-0.014367816,-0.007640068,-0.032546267,0.031543052,0.026315789,-0.043188314,-0.01586582
2010-12-07,0.017143479,0.00009027,0.020023557,0.10060606,0.027413588,0.036988111,0.059837728,0.026033691,0.019607843,0.031439603,-0.001588562,0.016393442,0.010118044,0.00896861,0.014492754,0.002148228,0.009404389,0.002134472,0.002079002,0.022421525,0,0.012135922,0.012096774,0.006142506,0.011857708,0,0.011400651,-0.009868421,0.009584665,0.015817223,0.012235818,0,-0.008958567,0.005563282,0,0.006309148,-0.007268951,0,0.012455516,0.009516257,0.007905138,0.019660411,0.005958292,0.01598579,0.018950437,-0.007698888,0.014511873,-0.01322314,0.001831502,0.005642217,-0.022109627
2010-12-08,-0.003199841,0.00009027,-0.019630485,-0.085903084,-0.003480278,-0.036942675,-0.022966507,-0.017910448,0.019230769,-0.040641711,-0.035799523,-0.029032258,-0.017529216,-0.011851852,-0.01547619,-0.025723473,-0.00621118,-0.012779553,-0.044260027,-0.019005848,0,-0.004796163,-0.015936255,-0.018315018,-0.01171875,0,0.061191626,-0.024363234,-0.012658228,-0.017301038,-0.016483516,0,-0.033898305,0.015214385,0.014678899,0,-0.036610879,-0.012567325,0,0.021995287,-0.03627451,-0.007887818,-0.016781836,-0.053321678,-0.00286123,-0.006034483,0.020156047,-0.024288107,-0.029250457,-0.020462046,-0.002355158
2010-12-09,-0.018716721,0.00009027,-0.037691402,-0.071084337,-0.016298021,-0.051587302,-0.048971596,-0.024316109,-0.030660377,-0.050724638,-0.051155116,-0.042081949,-0.008496177,-0.023988006,-0.035066505,-0.03850385,-0.034375,-0.033441208,-0.062952243,-0.022354694,0,-0.01686747,-0.018893387,-0.037313433,-0.027667984,0,-0.02124431,-0.048808173,-0.009615385,-0.022007042,-0.017877095,0,-0.025730994,-0.035422343,-0.006329114,0.004702194,-0.031487514,-0.047272727,-0.036906854,-0.017678709,0.007121058,-0.020318021,-0.046184739,-0.013850416,-0.00143472,-0.059843886,-0.051625239,-0.044635193,-0.049905838,-0.020889488,-0.033522191
2010-12-10,0.01360847,0.00009027,-0.008567931,-0.012970169,0,-0.0027894,-0.001029866,0.009345794,0.01703163,0.011156782,0.002608696,0.006936416,0.011996573,0.006144394,0.007518797,0.008009153,0,0.001116071,0.018532818,0.007621951,0,0,0.019257221,0.006459948,0.004065041,0,0.041860465,0.009546539,0.003236246,0.00810081,-0.002275313,0,-0.003601441,0.007062147,-0.007279345,0,-0.025784753,0.02480916,0.008211679,-0.025821596,-0.012121212,0.020739405,0.008421053,0.015917603,-0.002873563,-0.013837638,0.00672043,0.011680144,0.002973241,-0.003441156,0.008304836
2010-12-13,0.030949355,0.00009027,0.037037037,0.011826544,0.015384615,0.020979021,0.017525773,0.018518519,0.011961722,0.016260163,0.032090199,0.033295063,0,0.027480915,0.039800995,0.022701476,0.035598706,0.02006689,0.016679303,0.019667171,0,0.026960784,0.026990553,0.029525032,0.018218623,0,0.049107143,0.016548463,0.012903226,0.022321429,0.025085519,0,0.031325301,0.018232819,0.019248396,0.023400936,0.01726122,0.018621974,0.025339367,0.061044177,0.020449898,0.015017668,0.025052192,0.100460829,0.018731988,0.033676333,0.040720961,0.025754885,0.028656126,0.024171271,0.027616279
2010-12-14,0.009204815,0.00009027,0.001190476,0.007792208,0.03030303,0.010958904,0.005065856,0.003030303,-0.009456265,0.014285714,0.020168067,0.005555556,0.026248941,0.034175335,-0.001196172,0.004439512,0.015625,0.002185792,0.013422819,0.023738872,0,0.007159905,-0.007884363,0.013715711,0.009940358,0,0.004255319,0.008139535,0.022292994,0.006113537,0.012235818,0,0.003504673,0.023415978,0.021582734,-0.009146341,0.024886878,0.007312614,0.01059135,0.058289175,0.041082164,-0.010443864,0.00203666,0.065326633,-0.001414427,0.018099548,0.021808852,-0.008658009,0.004803074,0.031692515,0.016973126
2010-12-15,-0.004123635,0.00009027,-0.007134364,-0.025773196,-0.001131222,-0.004065041,-0.008064516,-0.013595166,-0.009546539,-0.009014085,0.004942339,-0.014364641,-0.010726072,-0.018678161,-0.013173653,-0.011049724,0.023076923,-0.009814613,0.023546726,0.095652174,0,-0.007109005,-0.005298013,-0.006150062,-0.017716535,0,0.025423729,0.033448674,-0.015576324,-0.009548611,-0.008791209,0,0.012805588,-0.014804845,-0.019366197,-0.006153846,0.048565121,0.005444646,-0.015720524,-0.000715308,0.00481232,-0.00703606,-0.00304878,-0.01336478,-0.015580737,-0.003555556,-0.017576899,-0.001746725,-0.012428298,0.006535948,0.017153454
2010-12-16,0.001226602,0.00009027,0.009580838,0.010582011,0.006795017,0.020408163,0.007113821,0.006125574,0.002409639,0.033541785,0.009836066,0.011210762,0.01501251,0.004392387,0.009708738,0.015642458,-0.013533835,0.017621145,0.007189073,0.001322751,0,0.002386635,0.00665779,-0.008663366,0.014028056,0,-0.03030303,0,0.003164557,0.007887818,0.022172949,0,-0.001149425,0.00273224,0.014362657,0.00619195,0.023157895,-0.009025271,0.009760426,-0.006442377,0.027777778,-0.002657219,0.013251784,0.01752988,0.017266187,0.087421945,0.005750799,0.020997375,0.044530494,0.01461039,-0.006836828
2010-12-17,0.001284498,0.00009027,-0.003558719,-0.010471204,0.003374578,0.001333333,-0.003027245,-0.00304414,0.021634615,0.00110011,0.008116883,-0.008869179,-0.008216927,-0.002915452,0.009615385,0.0330033,-0.015243902,-0.012987013,-0.006423983,0,0,-0.004761905,-0.009259259,0.001248439,-0.005928854,0,0.002840909,0.004464286,0,-0.004347826,-0.010845987,0,-0.002301496,-0.014986376,0.012389381,-0.001538462,-0.00308642,-0.012750455,-0.014938489,-0.001440922,-0.013979497,0.01598579,-0.006036217,0.026624902,-0.011315417,-0.024610336,0.038754765,-0.016281063,-0.012048193,-0.01344,0.004589261
2010-12-20,-0.012465148,0.00009027,-0.011904762,-0.041005291,-0.006726457,-0.033288948,-0.020242915,-0.007633588,-0.018823529,-0.021978022,-0.033816425,-0.003355705,0.014084507,-0.020467836,-0.026190476,-0.03514377,-0.004643963,-0.026315789,-0.005747126,0,0,-0.0215311,-0.021361816,0.004987531,-0.015904573,0,0.011331445,-0.027777778,-0.015772871,-0.020960699,-0.013157895,0,-0.008073818,-0.013831259,-0.034965035,-0.029275809,0.00619195,-0.027675277,-0.032114184,0.013708514,-0.020793951,-0.012237762,-0.027327935,0,-0.027181688,-0.020185029,0.012844037,-0.025261324,-0.023452158,0.0103795,-0.033805391
2010-12-21,0.013058006,0.00009027,0.1,0.057931034,-0.001128668,0.042699725,0.05268595,0.053846154,0.028776978,0.073033708,0.073333333,0.085297418,0.078431372,0.058208955,0.047677262,0.060706402,0.052877138,0.061936937,0.075144508,0.025099075,0,0.026894866,0.057298772,0.008684864,0.080808081,0,0.012605042,0.050285714,0.03525641,0.041926851,0,0,0.1,0.023842917,0.018115942,0.028571429,0.014358974,0.039848197,0.017511521,0.073309609,0.1003861,0.02920354,0.037460978,0.033562166,0.047058824,0.100429185,0.023550725,0.076854334,0.099903939,0.100160514,0.017021277
2010-12-22,-0.008108869,0.00009027,-0.014238773,-0.029986963,0.013559322,-0.026420079,-0.019627085,-0.027737226,-0.020979021,-0.02513089,-0.01242236,-0.02171665,-0.007575758,-0.022566996,-0.032672112,-0.032258065,-0.020679468,-0.016967126,-0.030913978,-0.038659794,0,-0.014285714,-0.019354839,-0.018450185,-0.018691589,0,-0.001383126,0.020674646,-0.018575851,-0.010273973,0.072222222,0,-0.005285412,-0.021917808,-0.003558719,-0.013888889,-0.045500506,-0.012773723,0,-0.047745358,-0.018421053,-0.015477214,-0.022066199,-0.03099631,-0.012640449,0.035881435,-0.008849558,-0.025726141,0,0.003793405,-0.011157601
2010-12-23,-0.016798685,0.00009027,-0.017777778,0.020161291,0.008918618,-0.012211669,-0.009009009,0,-0.021428571,0.011815252,-0.01336478,-0.015856236,0.005343511,-0.015873016,-0.019300362,-0.022580645,0.013574661,-0.029126214,-0.012482663,0,0,-0.012077295,-0.006578947,-0.010025063,-0.007619048,0,-0.013850416,-0.019189765,-0.009463722,-0.010380623,-0.032124352,0,0.019128587,-0.00280112,-0.019642857,-0.009389671,-0.027542373,-0.024029575,-0.033514493,-0.019498607,0.038427167,-0.021834061,-0.023589744,0.020563595,-0.018492176,0.006024096,-0.035714286,-0.016183986,0.018340611,-0.020348837,-0.019746121
2010-12-24,-0.018012951,0.00009027,0.019230769,0.006587615,-0.034254144,0.019230769,0.027272727,0.004504505,0.02676399,0.018577495,0.034262948,0.02792696,0.002277905,0.014662757,0.008610086,0.00770077,0.004464286,0.02,0.000702247,0,0,0.004889976,0.014569536,-0.005063291,0.02303263,0,0,0.032608696,0.00955414,0.012237762,0.001070664,0,0.031282586,-0.012640449,0.013661202,-0.003159558,0.006535948,0,-0.033739456,0,0.022375215,0.021428571,0.003151261,-0.1,0.004347826,0.058383234,-0.025925926,0.012121212,0.038593482,0.002077151,-0.016786571
2010-12-27,-0.024372688,0.00009027,-0.028856826,-0.047120419,-0.018306636,-0.043126685,-0.015732547,-0.029895366,-0.035545024,-0.072433559,-0.031587057,-0.031347962,-0.03030303,-0.01300578,-0.034146341,-0.029475983,-0.044444444,-0.021786492,0.035789473,-0.050938338,0,-0.01703163,0,-0.013994911,-0.030018762,0,-0.014044944,-0.031578947,-0.025236593,-0.027633851,-0.047058824,0,-0.044489383,-0.049786629,-0.050314465,-0.033280507,-0.044372294,-0.045454545,-0.028128031,-0.068181818,0.01010101,-0.020979021,-0.047120419,-0.081260365,-0.037518038,-0.024045262,-0.038656527,-0.0427716,-0.01073493,-0.041160794,-0.036585366
2010-12-28,-0.018547754,0.00009027,-0.048,-0.048076923,-0.033799534,-0.056338028,-0.057942058,-0.038520801,-0.014742015,-0.058988764,-0.058870326,-0.050701186,-0.04296875,-0.036603221,-0.032828283,-0.043869516,-0.051162791,-0.071269488,-0.074525745,0,0,-0.042079208,-0.063968668,-0.006451613,-0.036750484,0,0.007122507,-0.05,-0.022653722,-0.038188277,-0.046015713,0,-0.025396825,-0.049401198,-0.040681173,-0.024590164,-0.012457531,-0.013888889,-0.020958084,-0.021341463,-0.008333333,-0.045535714,-0.048351648,-0.002707581,-0.046476762,-0.1,0.003955175,-0.027703307,-0.068447412,-0.061148857,-0.019240506
2010-12-29,0.014961807,0.00009027,-0.003601441,0.018759018,-0.002412545,0.004477612,-0.007423118,0.008012821,-0.012468828,0.020895522,0.016060862,0.017045455,0.00244898,0.009118541,0.003916449,0.010588235,0.022875817,-0.001199041,-0.013909224,0.011299435,0,0.012919897,0.009762901,0.022077922,0.054216867,0,0.00990099,-0.02173913,0.003311258,0.016620499,-0.004705882,0,0.030401737,-0.007874016,0.006903353,0.008403361,0.025229358,0,0.00509684,0.024922118,0.02605042,0.004677268,-0.001154734,0.030769231,0.009433962,0.042673108,0.019041366,0.011029412,0.019713262,-0.004276316,0.009808983
