,date,sse180,rate,sh.600009,sh.600010,sh.600295,sh.600019,sh.600028,sh.600031,sh.600036,sh.600048,sh.600050,sh.600066,sh.600068,sh.600085,sh.600111,sh.601628,sh.600150,sh.600196,sh.600295.1,sh.600406,sh.601933,sh.600536,sh.600547,sh.600598,sh.600600,sh.600690,sh.600875,sh.600887,sh.600895,sh.601006,sh.601877,sh.601899
248,2014-10-10,5366.095,0.01%,14.81,2.88,7.38,4.3,5.27,5.83,10.47,5.84,3.59,18.84,4.83,19.27,22.03,15.52,41.48,19.49,7.38,17.16,7.66,28.57,16.55,10.57,39.31,15.91,14.56,25.95,8.21,7.8,24.69,2.51
249,2014-10-13,5335.384,0.01%,14.59,2.87,7.38,4.28,5.19,5.99,10.42,5.9,3.55,19,4.81,19.36,22.63,15.2,44.38,19.62,7.38,17.61,7.77,28.37,16.55,10.3,38.93,15.61,14.74,24.32,8.09,7.55,25.13,2.56
250,2014-10-14,5313.103,0.01%,14.6,2.86,7.38,4.3,5.2,5.96,10.36,5.82,3.55,18.82,4.76,19.23,22.46,15.2,43.37,19.24,7.38,17.5,7.71,28.52,16.55,10.2,38.77,15.73,14.54,24.17,8.1,7.55,25.08,2.54
251,2014-10-15,5350.696,0.01%,14.81,2.88,7.38,4.42,5.2,5.93,10.42,5.81,3.57,18.58,4.81,19.6,22.33,15.44,40.51,19.6,7.38,17.67,7.7,28.35,16.55,10.25,38.97,15.77,14.52,24.18,8.12,7.57,24.94,2.56
252,2014-10-16,5316.491,0.01%,14.59,2.79,7.38,4.32,5.19,5.9,10.39,5.69,3.6,18.16,4.84,19.38,21.82,15.39,39.79,19.65,7.38,17.19,7.6,27.75,16.55,10.13,38.88,15.51,14.29,23.79,7.94,7.58,24.66,2.6
253,2014-10-17,5314.725,0.01%,14.61,2.8,7.38,4.35,5.15,6.05,10.37,5.66,3.55,18.32,4.75,19.19,21.93,15.28,40.57,19.61,7.38,17.01,7.51,27.29,16.55,9.94,39.11,15.59,14.12,24.1,7.69,7.54,23.9,2.56
254,2014-10-20,5335.159,0.01%,14.71,2.79,7.38,4.38,5.16,6.03,10.39,5.65,3.54,18.31,4.77,19.49,21.86,15.29,39.96,19.89,7.38,17.31,7.57,28.1,16.55,10.23,39.31,15.81,14.34,23.96,7.93,7.62,23.97,2.58
255,2014-10-21,5293.241,0.01%,14.5,2.71,7.38,4.33,5.12,5.89,10.37,5.59,3.48,18.33,4.67,19.24,21.42,15.18,38.04,19.72,7.38,16.83,7.56,27.14,16.55,10.04,38.95,15.54,14.16,23.73,7.85,7.63,23.88,2.57
256,2014-10-22,5269.67,0.01%,14.47,2.62,7.38,4.28,5.12,5.76,10.36,5.58,3.47,18.35,4.51,18.69,21.14,15.27,38.14,19.31,7.38,16.22,7.61,27.03,16.55,9.96,38.8,15.5,13.9,23.33,7.79,7.63,23.72,2.51
257,2014-10-23,5226.59,0.01%,14.38,2.54,7.38,4.2,5.07,5.65,10.39,5.51,3.41,18.45,4.43,18.41,20.62,15.12,38.91,18.99,7.38,15.99,7.56,26.62,16.55,9.89,38.24,15.39,13.82,22.76,7.9,7.46,23.31,2.43
258,2014-10-24,5218.177,0.01%,14.4,2.58,7.38,4.19,5.05,5.59,10.36,5.52,3.42,18.49,4.48,18.47,20.72,15.28,37.86,18.87,7.38,15.75,7.87,26.78,16.55,9.8,38.18,15.52,13.92,23.31,7.99,7.48,23.32,2.45
259,2014-10-27,5162.316,0.01%,14.51,2.56,7.38,4.13,5.02,5.61,10.16,5.36,3.39,18.18,4.46,18.55,20.64,14.84,37.89,18.96,7.38,15.91,7.88,27.25,16.55,9.51,37.39,15.54,13.99,23.7,8.19,7.38,22.67,2.43
260,2014-10-28,5263.545,0.01%,14.87,2.64,7.38,4.22,5.09,5.73,10.28,5.55,3.46,18.31,4.58,18.78,21.08,15.04,41.47,19.1,7.38,16.28,8,28.01,16.55,9.87,37.99,15.71,14.93,23.58,8.27,7.61,23.61,2.49
261,2014-10-29,5342.154,0.01%,15.46,2.72,7.38,4.32,5.15,5.81,10.38,5.66,3.5,18.23,4.64,18.69,21.28,15.43,41.58,19.23,7.38,16.83,8.2,28.23,16.55,10.09,38.54,15.71,15.1,23.86,8.46,7.7,24.39,2.55
262,2014-10-30,5385.623,0.01%,15.5,2.77,7.38,4.36,5.18,5.92,10.47,5.62,3.57,18.71,4.75,18.72,21.31,15.43,40.64,19.37,7.38,16.42,8.1,27.56,16.55,10.06,38.95,15.71,14.92,24.06,8.7,7.99,24.15,2.64
263,2014-10-31,5478.618,0.01%,15.56,2.81,7.38,4.45,5.27,5.98,10.8,5.77,3.63,18.6,4.76,18.73,22,16.16,40.39,19.4,7.38,16.5,8.02,26.98,16.55,10.01,38.92,16.53,14.91,23.99,8.54,7.98,25.08,2.63
264,2014-11-03,5477.76,0.01%,16.03,2.84,7.38,4.52,5.25,6.1,10.69,5.76,3.66,18.63,4.88,18.87,21.96,15.95,39.33,19.48,7.38,16.61,8.06,28.19,16.55,10.02,38.43,16.66,14.9,23.95,8.48,8.1,25.5,2.66
265,2014-11-04,5473.482,0.01%,15.79,2.8,7.38,4.56,5.22,6.56,10.6,5.85,3.72,18.3,5.35,18.46,21.84,15.84,38.19,19.06,7.38,16.35,7.95,28.56,16.55,10.05,38.14,16.6,15.28,23.25,8.37,7.97,25.45,2.72
266,2014-11-05,5449.717,0.01%,15.59,2.77,7.38,4.61,5.17,6.4,10.51,5.77,3.65,18.21,5.17,18.1,21.58,15.89,38.34,18.88,7.38,16.4,7.96,27.91,16.55,10.39,37.91,16.22,15.28,22.75,8.32,8.01,25.76,2.62
267,2014-11-06,5452.102,0.01%,15.51,2.74,7.38,4.51,5.16,6.34,10.55,5.82,3.62,18.35,5.17,18.18,21.48,15.78,37.45,19.1,7.38,16.19,8.03,28.52,16.55,10.27,38.24,16.28,16.5,22.92,8.46,8,25.76,2.64
268,2014-11-07,5449.556,0.01%,15.61,2.7,8.12,4.46,5.16,6.25,10.57,5.82,3.6,18.12,5.07,18.19,21.26,15.89,37.69,18.83,8.12,15.86,7.87,28.29,16.55,10.21,38.32,16.29,16.04,22.58,8.29,7.96,25.4,2.58
269,2014-11-10,5596.22,0.01%,16.21,2.82,8.93,4.7,5.26,6.39,10.76,6.01,3.72,18.48,5.23,18.53,21.6,16.53,37.24,19.05,8.93,15.99,7.91,28.27,16.55,10.26,38.78,17.03,17.28,24.14,8.53,8.51,26.26,2.67
270,2014-11-11,5611.785,0.01%,16.17,2.75,9.41,4.69,5.33,6.17,11.02,6.13,3.83,18.21,5.09,18.8,21.39,16.62,34.86,18.81,9.41,16.36,8.11,26.66,16.55,10.37,38.88,16.76,16.62,23.96,8.24,8.44,25.64,2.62
271,2014-11-12,5691.002,0.01%,16.99,2.8,9.16,4.71,5.29,6.3,10.99,6.2,3.78,18.26,5.15,18.98,21.8,16.78,35.31,19.1,9.16,16.34,8.13,27.02,16.55,10.79,39.11,17.31,16.41,24.4,8.91,8.78,26.29,2.66
272,2014-11-13,5672.315,0.01%,17.2,3.08,9.22,4.87,5.31,6.26,10.97,6.11,3.77,18.27,5.05,18.77,22.76,17.01,33.92,19,9.22,15.85,8.29,26.19,16.55,10.85,39.1,17.29,15.94,24.9,8.74,8.84,26.32,2.7
273,2014-11-14,5675.967,0.01%,17.05,3.07,8.8,4.79,5.24,6.26,10.92,6.12,3.75,18.55,5.07,19.43,22.34,16.98,35.26,19.35,8.8,15.57,8.17,26.24,16.55,10.53,39.67,17.72,15.75,25.48,8.87,9.06,26.56,2.65
274,2014-11-17,5637.859,0.01%,17.11,2.93,8.78,4.72,5.2,6.33,10.8,5.94,3.66,19.08,5.05,19.16,22.09,16.52,35.13,19.4,8.78,15.69,8.07,26.88,16.55,10.76,39.34,17.51,16.14,25.42,8.88,9.62,27.43,2.63
275,2014-11-18,5571.036,0.01%,16.57,2.95,8.83,4.56,5.11,6.22,10.63,5.78,3.61,18.95,4.97,18.76,21.88,16.24,35.26,19.78,8.83,15.41,7.89,26.7,16.55,11.04,38.85,16.92,16.68,24.1,9.16,9.22,27.31,2.61
276,2014-11-19,5557.197,0.01%,16.48,2.99,8.7,4.54,5.08,6.13,10.64,5.77,3.61,18.74,5.04,19.4,21.7,16.16,35.48,21.06,8.7,15.34,7.77,27.74,16.55,11.04,38.54,16.89,16.12,23.94,8.97,9,27.01,2.61
277,2014-11-20,5561.838,0.01%,16.55,2.95,8.72,4.53,5.09,6.13,10.59,5.77,3.58,18.74,5.05,19.47,21.76,16.67,34.67,20.72,8.72,15.42,7.78,27.98,16.55,11,38.53,16.98,16.14,23.95,8.89,9,27.11,2.59
278,2014-11-21,5674.553,0.01%,16.71,2.98,8.75,4.59,5.12,6.24,10.8,5.88,3.63,18.74,5.26,19.45,22.01,17.22,34.89,20.94,8.75,15.63,7.83,27.71,16.55,10.69,38.55,17.05,16.38,24.8,8.84,9.27,26.89,2.62
279,2014-11-24,5819.729,0.01%,16.95,3.08,8.8,4.74,5.17,6.37,10.86,6.47,3.7,18.74,5.42,19.67,22.29,18.61,35.98,20.94,8.8,15.64,7.9,28.47,16.55,10.64,38.86,17.32,16.54,24.97,9.17,9.46,26.93,2.67
280,2014-11-25,5891.787,0.01%,17.5,3.1,8.88,4.8,5.19,6.42,11.11,6.56,3.75,18.74,5.46,19.96,22.78,18.9,35.99,20.99,8.88,15.81,7.89,28.3,16.55,10.58,39.38,17.68,16.86,25.06,10.09,9.71,27.85,2.82
281,2014-11-26,5998.58,0.01%,17.05,3.08,8.8,4.79,5.27,6.43,11.33,6.68,3.78,18.74,5.8,20.11,22.51,20.76,36.76,20.58,8.8,16.13,7.86,28.01,16.55,10.8,39.58,17.64,16.61,24.97,10.38,9.64,28.7,2.78
282,2014-11-27,6081.386,0.01%,16.91,3.13,9,4.79,5.28,6.52,11.4,6.78,3.77,18.74,5.71,20.07,22.81,21.98,38.55,20.58,9,16.03,7.83,28.11,16.55,11.14,39.39,17.32,16.65,24.78,10.28,9.62,28.97,2.79
283,2014-11-28,6222.947,0.01%,17.38,3.16,8.8,5.04,5.39,6.57,12.15,7.2,3.93,18.67,5.85,19.96,22.5,22.6,37.48,20.32,8.8,15.79,7.81,28.57,18.21,11.18,39.15,17.11,16.32,24.53,10.96,9.58,28.47,2.8
284,2014-12-01,6230.718,0.01%,17.22,3.26,8.8,5.35,5.41,6.71,12.11,7,3.94,18.27,5.86,20.54,22.5,21.79,36.14,20.69,8.8,15.67,7.73,28.99,18.86,11.28,39.36,17.52,16.2,25.69,10.7,9.47,29.1,2.8
285,2014-12-02,6490.722,0.01%,17.38,3.29,8.88,5.53,5.63,6.92,12.7,7.2,4.13,18.59,5.98,20.56,22.93,23.57,36.28,20.73,8.88,15.91,7.83,31.89,19.59,11.33,40.25,17.93,16.87,25.8,10.94,9.68,29.07,2.86
286,2014-12-03,6564.286,0.01%,17.7,3.51,9.05,5.63,5.68,7.08,12.65,7.57,4.12,19.13,5.95,20.83,25,23.15,37.31,21.14,9.05,16.21,7.88,32.71,20.83,11.59,41.5,18.17,17.16,26.12,11.61,9.48,29.3,3.06
287,2014-12-04,6896.31,0.01%,18.13,3.74,9.18,5.87,6.25,7.29,13.64,7.95,4.47,19.84,6.02,21.84,25.25,25.4,37.75,21.43,9.18,16.61,8.33,33.74,21.02,11.58,41.81,18.44,17.65,26.61,12,9.66,31.87,3.13
288,2014-12-05,6980.453,0.01%,17.57,3.59,8.75,5.69,6.56,7.55,13.95,7.72,4.46,20.52,5.82,22.23,24.11,25.82,41.53,22.03,8.75,16.16,8.16,32.11,20.15,11,41.3,18.06,18.2,25.52,11.41,9.48,33.28,3.05
289,2014-12-08,7278.94,0.01%,18.02,3.95,8.78,6.18,6.43,8.31,13.96,8.49,4.88,21.08,6.26,22.18,24.94,27.28,43.97,22.08,8.78,16.37,8.25,31.57,20.42,10.98,41.8,18.64,18.84,26.13,11.6,10.2,32.36,3.16
290,2014-12-09,6937.483,0.01%,18.32,3.88,8.48,5.89,5.9,8.21,13.04,8.2,4.45,20.98,6.01,21.68,24.04,24.55,39.57,21.15,8.48,15.91,8.48,28.44,19.84,10.73,41.8,18.31,17.37,26.79,10.64,9.96,31.29,3.1
291,2014-12-10,7176.306,0.01%,19.98,4.2,8.61,6.08,5.88,8.79,14.12,8.7,4.53,22.42,6.38,22.68,24.69,24.15,38.86,21.91,8.61,16.85,9.33,30.02,20.85,10.99,43.44,19.41,17.83,27.69,10.99,10.62,32.57,3.23
292,2014-12-11,7048.114,0.01%,20.36,4.45,8.92,6.57,5.76,8.55,14.24,8.68,4.44,21.91,6.61,22.12,25.06,22.79,38.26,21.67,8.92,16.93,9.61,31.59,20.51,11.37,42.05,19.09,17.59,27.14,11.3,10.27,32.26,3.22
293,2014-12-12,7071.164,0.01%,19.83,4.35,8.94,6.33,5.76,8.33,13.91,8.34,4.47,21.37,7.08,22.11,25.85,23.17,38.62,22.12,8.94,17.04,9.41,31.72,20.45,10.9,42.72,18.84,17.97,27.52,11.33,10.22,32.13,3.27
294,2014-12-15,7120.354,0.01%,19.78,4.21,9.02,6.2,5.75,8.64,13.62,7.97,4.39,22.06,7.79,22.12,25.3,23.34,37.8,22.43,9.02,17.13,9.46,32.58,20.1,10.85,42.2,18.94,18.58,27.7,11.84,10.47,33.39,3.28
295,2014-12-16,7361.517,0.01%,19.68,4.3,8.99,6.41,5.9,8.61,14.2,8.24,4.54,22.07,8.49,21.82,25.18,25.09,39.14,22.09,8.99,16.8,9.18,32,20.01,10.32,41.65,18.69,18.46,27.14,11.72,10.31,32.79,3.27
296,2014-12-17,7534.98,0.01%,19.76,4.2,9.05,6.39,6.01,8.42,15.1,8.49,4.54,21.65,8.29,21.63,24.45,25.4,37.76,21.52,9.05,16.49,9.15,31.03,19.51,9.8,40.92,18.46,17.99,26.47,11.69,10.72,32.06,3.22
297,2014-12-18,7504.791,0.01%,19.41,4.4,8.95,6.37,5.98,8.71,14.73,8.4,4.66,21.6,8.61,21.78,25.58,25.55,39.2,21.16,8.95,16.52,9.2,31.18,19.71,9.81,41,18.83,19.79,26.75,12.12,11.02,32.15,3.22
298,2014-12-19,7608.318,0.01%,20.06,4.54,8.8,7.01,6.22,9.58,14.92,8.36,4.95,21.39,9.47,21.76,25.39,25.02,38.6,20.99,8.8,16.28,9.36,33.8,20.1,9.83,40.66,18.69,20.09,26.46,12.68,11.5,31.97,3.33
299,2014-12-22,7663.882,0.01%,19.59,4.41,8.62,7.15,6.35,9.69,15.37,8.54,4.9,20.85,8.87,20.99,25.13,25.56,37.52,20.45,8.62,16.5,8.72,31.34,20.7,10.32,39.98,19.25,19.64,27.2,11.51,11.2,31.29,3.6
300,2014-12-23,7495.146,0.01%,18.96,4.15,8.63,6.66,6.03,9.1,15.03,8.49,4.63,20.74,8.29,21.07,24.84,26.84,34.8,20.64,8.63,15.52,8.54,30.18,19.69,10.23,40.17,19.08,18.51,26.91,11.2,10.49,30.22,3.37
301,2014-12-24,7250.025,0.01%,18.53,4.05,8.87,6.37,5.86,8.9,14.3,8.07,4.49,20.72,8.54,21.15,25.04,25.34,35.08,20.6,8.87,15.35,8.65,30.18,19.48,10.02,40.62,18.41,18.76,26.98,11.29,10.27,29.29,3.24
302,2014-12-25,7518.198,0.01%,19.06,4.2,8.99,6.75,6,9.79,14.76,8.27,4.62,20.97,9.39,21.3,25.6,27.87,35.58,20.7,8.99,15.72,8.88,32.87,19.67,10.23,40.62,18.5,19.55,27.01,11.62,10.63,29.83,3.32
303,2014-12-26,7799.933,0.01%,19.8,4.26,9.41,6.91,6.17,10.02,15.34,8.67,4.76,21.05,9.69,20.91,26.22,30.66,38.27,21.02,9.41,15.69,8.83,33.83,19.89,10.22,40.99,18.66,19.58,27.55,12.78,10.85,30.18,3.4
304,2014-12-29,7834.365,0.01%,19.58,4.2,9.24,6.84,6.25,10.22,15.29,9.54,4.83,20.52,9.81,21.05,26.76,33.73,37.37,20.67,9.24,14.78,8.64,33.51,19.99,10.02,40.58,18.33,19.9,29.23,13.82,10.6,28.86,3.37
305,2014-12-30,7871.024,0.01%,19.46,4.05,9.23,6.84,6.26,9.97,15.68,9.84,4.84,20.92,9.45,22.05,25.82,34.03,36.44,20.81,9.23,14.37,8.77,33.16,19.27,9.81,40.57,17.99,19.23,28.62,13.17,10.44,28.86,3.29
306,2014-12-31,8044.505,0.01%,19.62,4.08,9.36,7.01,6.49,9.98,16.59,10.82,4.95,22.33,9.33,22.43,25.88,34.15,36.86,21.1,9.36,14.55,8.71,32.9,19.85,9.91,41.78,18.56,20.64,28.63,13.32,10.66,30.35,3.38
307,2015-01-05,8261.267,0.01%,20.53,4.33,9.54,7.47,7.14,10.03,16.68,11.9,5.26,23.99,9.13,22.4,28.47,34.09,37.01,21.63,9.54,14.98,9.11,32.95,21.3,10.41,42.46,19.99,20.88,29.76,13.15,11.2,31.83,3.65
308,2015-01-06,8215.575,0.01%,20.09,4.22,9.37,7.17,7,9.75,16.42,11.41,5.17,23.73,8.97,24.36,27.68,32.4,37.69,22.51,9.37,15.5,9.09,33.42,21.54,10.75,42.74,20.35,21.08,29.88,13.63,12.18,31.68,3.75
309,2015-01-07,8237.125,0.01%,20.18,4.29,9.59,7.06,7.18,9.85,16.16,11.41,5.36,24.26,9.2,23.86,27.79,33.06,36.99,22.08,9.59,15.34,9.05,35.81,23.69,10.78,42.14,20,23.19,28.97,13.61,11.81,31.07,3.98
310,2015-01-08,8012.598,0.01%,20,4.22,9.44,6.79,6.85,9.38,15.57,10.87,5.04,24.22,8.89,23.66,26.89,31.98,36.26,22.37,9.44,15.1,8.92,35.66,23.06,10.81,41.94,19.84,22.97,28.64,13.64,11.74,30.88,3.8
311,2015-01-09,8010.613,0.01%,19.95,4.18,9.2,6.63,6.73,9.21,15.71,10.68,4.98,24.51,8.96,23.59,26.35,33.88,36.45,22.06,9.2,15.19,8.69,37.47,22.6,10.67,41.53,19.6,22,28.15,12.93,11.32,30.42,3.74
312,2015-01-12,7921.333,0.01%,19.46,4.17,8.86,6.35,6.57,8.88,15.6,10.36,4.85,25.74,8.41,23.88,26.4,34.82,35.51,22.01,8.86,15.57,8.57,39.78,22.9,10.66,41.05,20.4,21.49,28.17,12.97,11.18,29.5,3.76
313,2015-01-13,7897.713,0.01%,19.34,4.13,8.99,6.33,6.58,8.89,15.43,10.27,4.85,26.01,8.3,23.82,26.49,34.09,35.56,22.23,8.99,15.84,8.66,43.76,22.34,10.68,40.96,20.97,22.31,28.36,13.16,11.26,30.07,3.72
314,2015-01-14,7894.156,0.01%,18.89,4.01,8.87,6.23,6.58,8.71,15.71,10.42,4.77,25.05,8.29,23.93,25.17,32.93,35.45,21.73,8.87,15.51,8.56,43.99,21.54,10.41,41.49,20.95,22.08,27.53,13.12,11.09,30.9,3.59
315,2015-01-15,8159.943,0.01%,19.58,4.13,8.58,6.44,6.9,9.03,16.18,11.25,4.97,25.09,8.65,23.93,25.59,36.19,36.07,21.93,8.58,15.46,8.86,43.36,21.94,10.59,41.55,20.98,22.12,27.79,13.86,11.36,31.95,3.63
316,2015-01-16,8235.101,0.01%,19.52,4.27,8.67,6.41,6.93,9,16.24,11.07,5.03,25.5,8.62,24.43,25.71,36.8,36.37,22.43,8.67,15.94,8.85,47.15,23.5,10.75,41.71,21.24,22.47,28.04,13.95,11.46,31.75,3.77
317,2015-01-19,7554.286,0.01%,18.4,3.89,8.3,5.81,6.24,8.1,14.63,9.96,4.54,23.65,7.76,22.88,23.96,33.12,33.88,21.1,8.3,15.38,8.39,43.01,24.16,10.33,40.38,19.38,20.52,26.4,12.99,10.31,30.12,3.6
318,2015-01-20,7610.799,0.01%,19.22,4.04,8.49,5.89,6.32,8.17,14.64,10.3,4.62,24.67,7.96,23.39,24.52,34.4,35.27,21.51,8.49,15.81,8.55,45.37,24.98,10.72,40.71,20.3,21.08,27.09,13.66,10.43,30.75,3.64
319,2015-01-21,7989.271,0.01%,19.82,4.16,8.67,6.12,6.6,8.49,15.3,11,4.8,25.45,8.51,23.68,25.64,37.84,36.54,22.29,8.67,16.26,8.78,44.32,27.03,11.07,41.18,20.62,22.11,27.81,15.03,10.99,31.45,3.77
320,2015-01-22,8018.95,0.01%,19.83,4.41,8.75,6.21,6.58,8.66,15.13,11.25,4.81,26.41,8.45,23.87,26.12,39.23,38.33,22.48,8.75,16.17,9.04,46.1,28.58,11.35,41.32,20.4,21.83,27.77,15.06,10.82,32.23,3.92
321,2015-01-23,8050.015,0.01%,20.53,4.62,8.67,6.14,6.6,8.48,15.17,11.43,4.79,26.04,8.43,23.44,25.94,40.24,37.37,22.19,8.67,16.42,8.89,43.78,28.28,11.19,40.88,20.18,22.29,27.66,15.27,10.79,31.9,3.84
322,2015-01-26,8093.794,0.01%,21.3,5.08,8.8,6.25,6.67,8.6,15.03,11.26,4.82,26.12,8.52,24.2,27.12,39.61,37.87,23.11,8.8,16.41,9.3,44.27,28.6,11.69,41.2,20.5,22.94,28.55,16.75,10.79,32.4,3.87
323,2015-01-27,8008.752,0.01%,21.08,5.07,8.81,6.11,6.48,8.73,14.71,10.74,4.72,27.29,8.9,23.67,26.77,40.63,38.14,22.89,8.81,16.02,9.22,46.64,27.72,11.86,42.41,20.55,23.39,28.19,16.39,10.48,32.74,3.79
324,2015-01-28,7895.579,0.01%,21.14,5.08,8.77,6.03,6.34,8.56,14.53,10.32,4.63,26.5,8.92,23.27,26.26,38.9,38.4,23.02,8.77,15.96,9.07,47.25,27.23,11.77,41.89,20.13,22.45,27.75,16.68,10.56,32.17,3.74
325,2015-01-29,7779.849,0.01%,20.65,5.03,8.82,6.05,6.16,8.33,14.37,10.29,4.55,26.14,9.12,22.88,26.27,38,37.28,22.62,8.82,16.42,9.1,47.94,26.19,11.7,41.14,19.79,23.03,27.31,16.4,11.09,31.6,3.65
326,2015-01-30,7667.462,0.01%,20.39,5,8.82,5.94,6.03,8.14,14.34,10.48,4.52,25.59,8.66,22.58,26.35,36.08,36.11,22.37,8.82,16.03,8.91,43.39,25.65,11.76,41.27,19.95,21.76,27.3,15.49,10.62,31.49,3.59
327,2015-02-02,7471.349,0.01%,20.05,5.33,8.9,5.71,5.87,7.87,14.09,10.19,4.44,25.26,8.17,22.15,25.28,33.68,36.1,22.67,8.9,15.53,8.65,43.31,26.54,11.17,41.05,19.68,19.93,26.76,16.02,10.27,32.66,3.58
328,2015-02-03,7668.338,0.01%,20.23,5.31,9.1,5.83,6.01,8.06,14.57,10.15,4.53,25.4,8.44,22.44,25.59,36.72,36.1,22.91,9.1,15.77,8.85,44.1,26.58,11.06,40.87,20.03,19.88,27.2,17.03,10.41,33.05,3.63
329,2015-02-04,7588.214,0.01%,20.21,5.33,9.34,6.41,5.92,7.95,14.3,10.04,4.53,25.91,8.58,22.16,25.15,36.09,35.96,22.49,9.34,15.6,8.74,43.44,26.14,10.97,40.16,20.34,19.23,27.31,16.7,10.39,34.59,3.54
330,2015-02-05,7506.481,0.01%,20.13,4.98,9.35,6.18,5.83,7.9,14.32,10.02,4.54,25.42,8.36,22.06,24.7,35.24,35.14,21.93,9.35,15.15,8.67,43.64,25.64,10.83,39.8,19.79,18.63,27.01,16.66,10.22,33.87,3.49
331,2015-02-06,7405.357,0.01%,19.84,4.74,9.35,6.43,5.69,7.85,14.25,9.49,4.35,24.99,8.22,22.61,24.14,34.82,33.86,21.55,9.35,14.97,8.69,41.86,24.44,10.6,39.53,19.15,18.73,26.76,16.56,9.75,33.01,3.34
332,2015-02-09,7501.475,0.01%,19.43,4.72,9.47,6.63,5.68,7.88,14.41,9.43,4.38,26.19,8.31,22.22,24.36,36.88,33.71,21.34,9.47,15.05,8.78,41.76,23.68,10.68,39.59,19.05,18.11,27.49,16.6,9.71,32.53,3.31
333,2015-02-10,7617.921,0.01%,20.31,4.84,9.17,6.61,5.74,8.12,14.66,9.74,4.41,26.21,8.51,21.45,24.63,37.3,34.46,21.64,9.17,15.21,8.8,42.56,24.03,10.65,40.1,19.82,18.66,27.63,16.64,10.15,33.42,3.37
334,2015-02-11,7666.962,0.01%,20.43,5.02,9.32,6.49,5.7,8.11,14.64,9.83,4.54,26.97,8.4,21.76,24.78,38.34,34.47,21.88,9.32,15.21,9.04,43.61,24.15,11,40.16,20.12,18.68,27.49,17.49,10.35,32.81,3.38
335,2015-02-12,7685.663,0.01%,20.24,4.87,9.56,6.41,5.83,8.16,14.57,9.75,4.92,26.52,8.34,21.49,24.41,38.76,34.42,21.86,9.56,15.27,9.09,42.5,23.84,11.29,39.83,20.14,19.02,28.17,18.21,10.49,32.33,3.37
336,2015-02-13,7738.8,0.01%,20.28,4.89,9.6,6.49,5.84,8.17,14.63,10.11,4.85,26.3,8.64,21.93,24.68,38.13,35.28,22.35,9.6,15.46,9.15,42.49,24.44,11.3,40.01,20.15,19.2,28.38,18.34,10.46,33.09,3.44
337,2015-02-16,7780.553,0.01%,21.12,4.9,9.59,6.47,5.87,8.18,14.46,9.96,5.34,27.25,8.58,22.21,24.86,37.94,35.51,22.5,9.59,15.68,9.16,43.64,24.49,11.5,40.09,20.36,19.21,28.35,18.53,10.5,33.25,3.46
338,2015-02-17,7832.568,0.01%,21.74,4.89,9.78,6.62,5.89,8.2,14.52,10.09,5.54,28.2,9.02,22.57,24.7,38.36,35.41,22.92,9.78,15.71,9.27,43.52,24.56,11.43,39.97,20.56,19.24,28.28,19.54,10.54,33.22,3.49
339,2015-02-25,7730.601,0.01%,21.11,4.9,9.45,6.53,6.09,8.1,14.3,9.74,5.29,27.44,8.92,22.33,24.33,36.65,35.63,22.55,9.45,15.73,9.32,42.96,23.99,11.27,40.3,20.48,18.9,28,20.33,10.25,33.13,3.42
340,2015-02-26,7941.405,0.01%,21.43,5.09,9.47,6.62,6.13,8.63,14.67,10.23,5.35,28.14,9.81,22.56,25.09,37.88,36.36,22.68,9.47,16.33,9.21,43.8,25.03,11.42,40.3,20.44,19.34,28.53,20.2,10.65,32.84,3.52
341,2015-02-27,7947.054,0.01%,21.1,5.14,9.41,6.68,6.32,8.52,14.7,10.19,5.65,27.82,9.69,22.54,25.69,37.46,36.7,22.65,9.41,16.31,9.18,44,25.62,11.33,40.06,20.44,19.47,28.24,20.05,10.67,32.79,3.55
342,2015-03-02,7992.497,0.01%,21.1,5.21,9.88,6.93,6.26,8.62,14.57,10.21,5.59,28.35,9.79,22.46,25.85,37.24,36.99,22.85,9.88,16.22,9.24,48.4,26.2,11.9,40.14,20.54,20.15,28,20.3,10.56,33.95,3.64
343,2015-03-03,7776.398,0.01%,20.54,5.06,10.39,6.61,6.03,8.39,14.17,9.64,5.36,27.13,9.45,22.86,25.97,35.61,36.46,23.02,10.39,16.01,8.99,49.99,25.19,11.85,40.26,20.1,20.77,27.56,19.76,10.26,33.03,3.55
344,2015-03-04,7806.007,0.01%,20.68,5.04,10.5,6.58,6.08,8.39,14.21,9.58,5.4,27.55,9.32,23.26,25.84,35.65,36.69,23.67,10.5,16.33,9.12,50.32,25.24,12.44,40.79,20.3,20.79,27.78,21.12,10.27,33.34,3.54
345,2015-03-05,7713.82,0.01%,20.76,4.94,10.61,6.35,5.95,8.3,13.91,9.3,5.29,27.04,9.24,23,25.43,35.11,35.63,23.51,10.61,16.1,9.49,49.27,24.6,12.61,40.26,19.83,20.06,27.23,20.83,10.13,32.8,3.46
346,2015-03-06,7700.174,0.01%,20.85,5.16,10.37,6.3,5.96,8.34,14.05,9.24,5.21,26.46,9.08,22.52,25.81,34.92,35.63,22.97,10.37,16.47,9.3,47.72,24.73,12.7,40.1,19.36,19.92,27.24,21,10.21,32.53,3.5
