,date,sse180,sh.600009,sh.600010,sh.600295,sh.600019,sh.600028,sh.600031,sh.600036,sh.600048,sh.600050,sh.600066,sh.600068,sh.600085,sh.600111,sh.601628,sh.600150,sh.600196,sh.600295.1,sh.600406,sh.601933,sh.600536,sh.600547,sh.600598,sh.600600,sh.600690,sh.600875,sh.600887,sh.600895,sh.601006,sh.601877,sh.601899
1165,2015-10-26,0.004456019,-0.007502669,-0.012167565,0.014490532,0.001689189,-9.03E-05,0.01725077,-0.006687301,-0.01329159,-0.018768431,0.029405448,-9.03E-05,0.005873204,-0.025074255,0.004286098,0.005859032,-0.016163749,0.014490532,0.022434923,-0.005428348,0.057773231,-0.005339614,0.023045977,0.016404575,-9.03E-05,-0.008042556,0.006291351,0.0191982,0.011840316,-9.03E-05,-0.002735773
1166,2015-10-27,0.000839424,-0.002466373,-0.009870221,0.020269011,-0.008431703,-0.007887541,-0.012874361,-0.00175048,-0.016812678,-0.008875043,0.025325626,-0.014997102,-0.006388899,-0.002061361,0.002451487,0.083478771,-0.010203067,0.020269011,-0.023858386,0.009748728,-0.017762079,-0.003784201,-0.023959617,0.000199501,-9.03E-05,-0.012114318,-0.008967886,-0.020695821,-0.008664761,-9.03E-05,-0.01070035
1167,2015-10-28,-0.018987615,0.014200305,-0.012435949,0.003430857,-0.006802721,-0.00598418,-0.020234155,-0.010068097,-0.023899794,-0.026678158,-0.01315922,-0.022788883,-0.030664468,-0.031031679,-0.026167778,-0.063925106,-0.021308345,0.003430857,-0.011966755,-0.02223376,-0.011797866,0.014740238,-0.041274311,-0.019499308,-9.03E-05,-0.024431041,-0.018644333,-0.050326423,-0.006576756,-9.03E-05,-0.0054522
1168,2015-10-29,0.000921495,0.013998962,-0.00509027,0.024471134,-0.010273973,0.001886015,-9.03E-05,-0.002889822,0.005716931,0.007496983,0.000822972,0.011522633,-0.001244116,0.005344513,-0.011990605,-0.009976202,0.011551641,0.024471134,0.005919345,-9.03E-05,-0.001534939,-0.020967097,0.026084227,0.001682256,-9.03E-05,0.001295731,0.014251321,0.013020037,0.005350426,-9.03E-05,-0.005481106
1169,2015-10-30,0.000717855,-0.000421067,-0.010140521,-0.01835511,-0.019031142,-0.007979816,-0.014774558,0.006647518,0.006838136,-0.004608342,-9.03E-05,-0.009018841,-0.014722538,-0.012252432,-0.003101185,-0.013403122,-0.011598207,-0.01835511,0.014844019,-0.008242444,0.038682878,-0.027275771,-0.019710937,-0.000680067,-9.03E-05,0.00890627,0.02368865,0.005710712,-0.011995032,-9.03E-05,-0.010930378
1170,2015-11-02,-0.016627712,0.025720451,-0.02293291,-0.01636934,-0.021164021,-0.017982914,-0.0149934,-0.005667515,-0.02302605,-0.039424612,-0.037499029,-0.023256293,-0.020410708,0.006749675,-0.032555351,-0.023702102,-0.01092929,-0.01636934,-0.03893665,-0.034793466,0.072054577,-0.018720407,-0.017435167,-0.011598089,-9.03E-05,-0.047415373,-0.039638293,0.007895533,-0.011043173,-9.03E-05,-0.024747804
1171,2015-11-03,-0.00334788,-0.012025754,-0.005285075,0.014094127,0.003603604,-0.006163144,-0.003115989,0.003835697,-0.01065365,-0.003239876,0.000383664,-0.007995408,-0.003281335,0.003306469,0.003811408,0.006021875,-0.002119491,0.014094127,-0.028259284,-0.014281377,-0.003207963,0.008284939,0.044037361,0.001700775,-9.03E-05,-0.013049233,-0.008587002,0.081335786,-0.015594146,-9.03E-05,-9.03E-05
1172,2015-11-04,0.044734608,0.030925074,0.039074221,0.036040266,0.032315978,0.036569608,0.040880898,0.025608054,0.048545554,0.044143537,0.040648716,0.045062452,0.039925736,0.047980143,0.099793135,0.047453312,0.042203345,0.036040266,0.051579547,0.048854068,0.035093467,0.029256352,0.031119093,0.032090898,-9.03E-05,0.05534372,0.031551127,0.061773792,0.032530652,-9.03E-05,0.033617595
1173,2015-11-05,0.024025245,0.004342916,0.030060484,-0.020337739,0.029565217,0.025450005,0.031979701,0.011347638,0.020271721,0.069501258,-0.000545436,0.046923707,0.026843166,-0.003320244,0.018637645,0.004448308,0.01395577,-0.020337739,0.004703019,0.015463252,-0.00764314,0.013895744,0.011889553,0.002796566,-9.03E-05,0.03031747,0.017162126,-0.021554433,0.024964196,-9.03E-05,0.013496687
1174,2015-11-06,0.021244276,0.021977826,0.014543876,0.029760476,0.006756757,0.007572565,0.008384306,0.005833263,0.020974032,-0.005747979,0.023133774,0.014472837,0.011524567,0.029073696,0.038758152,0.02425712,0.011837394,0.029760476,0.054769599,0.010720541,0.001939157,0.028556945,-0.000713323,0.013726656,-9.03E-05,0.013323546,0.005562996,0.035162374,0.005223226,-9.03E-05,0.013314556
1175,2015-11-09,0.012722848,-0.002249431,0.009525115,0.002139384,0.011744966,0.017019996,0.006912531,0.021323006,0.019453704,0.004177155,-0.009881102,0.005890591,0.018798619,-0.007017222,-0.003429168,0.015837199,0.012457259,0.002139384,-0.009134928,-0.006329129,-0.007938371,-0.013499244,-0.011935657,0.002181167,-9.03E-05,0.001233357,0.011777313,0.010503752,0.042193028,-9.03E-05,0.002555233
1176,2015-11-10,-0.002832321,-0.060677596,0.014195444,0.004359118,-0.00331675,0.007386366,-0.004262732,-0.023151067,-0.019259599,-0.014254576,-0.003685776,-0.013169937,-0.014266933,0.028444923,-0.01650568,-0.010220516,-0.006474048,0.004359118,0.002191533,0.004394035,0.013178421,0.08041156,-0.001983014,-0.008588854,-9.03E-05,0.011145685,-0.013670517,0.005151213,-0.011246457,-9.03E-05,0.023656432
1177,2015-11-11,-0.002780819,0.020969289,-9.03E-05,-0.005627369,0.006655574,-0.00751142,0.009686266,-0.010819884,0.012939046,0.009967201,0.00622457,-0.001295089,-0.004146317,-0.008721589,-0.01269245,0.000884389,0.001043517,-0.005627369,-0.001797726,-0.009911699,0.022825872,-0.03637474,-0.00514716,-0.003804556,-9.03E-05,0.000563325,-0.00572231,-0.011635894,-0.011372321,-9.03E-05,-0.018131507
1178,2015-11-12,-0.010568857,-0.011047408,0.023383908,-0.01568047,-0.021487603,-0.013174382,-0.020837158,-0.009309359,-0.01616744,-0.027117297,-0.007261942,-0.020596904,0.006203695,0.054636098,-0.013543185,-0.0154262,0.004439741,-0.01568047,-0.004651273,-0.026239954,-0.029878552,-0.012138463,0.01896945,-0.003531624,-9.03E-05,0.012973087,0.008090976,0.005938366,-0.01668778,-9.03E-05,-0.010588958
1179,2015-11-13,-0.011488168,0.008707384,-0.055136142,-0.018189818,-0.021959459,-0.020923603,-0.018451852,-0.00720576,-0.025144736,-0.022020095,0.011647879,-0.014868595,-0.034306606,-0.059642157,-0.01057978,-0.033959244,-0.03165735,-0.018189818,0.004491631,-0.028793974,-0.037136705,-0.016350433,-0.046848375,-0.015917608,-9.03E-05,-0.039419735,-0.025683279,0.074067033,-0.005364532,-9.03E-05,-0.026615469
1180,2015-11-16,0.001891902,-0.006873216,0.004764099,0.034471942,0.003454231,0.003778202,0.011420521,-0.002295342,0.011082914,0.002899267,-0.018831903,0.01240973,0.002957349,-0.006986822,-0.00574398,0.009377488,0.015431655,0.034471942,-0.008642151,0.007536041,0.011240428,0.058277499,0.001217774,-0.006230621,-9.03E-05,-0.000761411,0.000550345,0.039310009,0.000970175,-9.03E-05,0.032607278
1181,2015-11-17,0.000305208,-0.006594335,-9.03E-05,-0.010112542,0.012048193,0.003763295,0.001332205,0.002119675,0.005434592,-0.003070896,-0.016461348,0.003613434,0.00142891,-0.001352896,0.010215345,-0.00617392,-0.010789544,-0.010112542,-0.017341564,-0.009551008,-0.046729144,-0.037181534,0.012319919,-0.001855495,-9.03E-05,0.004610872,0.006311779,-0.017534081,0.003087696,-9.03E-05,-0.013282882
1182,2015-11-18,-0.008538593,-0.012528895,-0.0218294,-0.011338864,-0.003401361,-0.009687199,-0.010033452,0.001012266,0.062547093,-0.006069343,-0.0162715,0.028200013,0.009769419,-0.036752723,-0.018380808,-0.022278487,-0.02403774,-0.011338864,0.00693138,-0.016327137,-0.040811779,-0.011747645,-0.022025754,-0.00804783,-9.03E-05,-0.027496687,-0.012176784,-0.022964971,-0.012761865,-9.03E-05,-0.013459254
1183,2015-11-19,0.013372921,-9.03E-05,0.009786273,0.035177079,0.008532423,0.005723683,0.012822212,0.002112373,-0.009397405,0.026977399,0.013067625,0.011871452,0.049477886,0.011064586,0.012808333,0.016863303,0.02048749,0.035177079,0.019084628,0.010589342,0.052331382,0.01016614,0.015081234,0.003474792,-9.03E-05,0.016404575,0.00506105,0.013536564,0.003118286,-9.03E-05,0.008039811
1184,2015-11-20,0.00011334,-0.00075318,0.007244693,-0.008881479,-0.003384095,-0.003943835,0.008408314,-0.002837523,0.013479667,-0.001554399,-0.00983053,0.009365995,-0.015117104,0.010292598,-0.002212661,0.00632163,0.007664674,-0.008881479,-0.016053782,0.013358337,0.008031008,-0.000597884,-0.004638678,-0.000978369,-9.03E-05,0.012080115,-0.000730885,0.01886871,-0.002222466,-9.03E-05,0.002597902
1185,2015-11-23,-0.005141686,0.000241405,-0.019507746,-0.00895945,-0.010186757,-0.00976145,-0.014135214,0.002113587,-0.010388931,-0.020618129,-0.004305727,-0.012970832,-0.016436075,-0.027707483,-0.001508207,-0.016145316,-0.013172225,-0.00895945,-0.029638358,-0.007673208,-0.034730442,-0.012279198,0.000562472,-0.003645826,-9.03E-05,-0.008106302,-0.007782578,0.00261609,-0.010774031,-9.03E-05,-0.013495096
1186,2015-11-24,-0.001989358,0.00123599,-0.002565518,0.014451117,-0.005145798,-9.03E-05,-0.008637279,-0.017132601,-0.012577263,-0.004581288,-0.003853205,-0.020256344,-0.010060728,-0.002732278,-0.000800245,-0.003198273,-0.001649724,0.014451117,-0.010836539,0.003730169,0.013261608,-0.009858908,0.007737519,-0.003361159,-9.03E-05,-0.006150876,-0.003320244,-0.022694858,-0.006569752,-9.03E-05,-0.005525053
1187,2015-11-25,0.006449626,-0.004726032,0.007353899,0.003217337,0.001724138,0.00381598,0.002783293,-0.008479532,0.006232175,0.001413489,0.008880457,0.012016268,0.006623643,0.01580377,0.000975449,0.011860886,0.015138156,0.003217337,0.010169235,0.017036276,0.022144152,0.041965805,0.019974455,0.009456269,-9.03E-05,0.010749838,-0.001386446,0.035463751,0.005344513,-9.03E-05,0.016303173
1188,2015-11-26,-0.004597953,-0.010735646,-9.03E-05,-0.014375984,-0.00172117,0.003800781,-0.007253594,-0.011370586,0.007239573,-0.006096276,0.000845621,-0.012051992,-0.014910574,0.015555102,-0.003638886,0.014543876,-0.009705655,-0.014375984,0.006480817,-0.019734798,-0.032850743,-0.016034465,-0.01151159,-0.004818402,-9.03E-05,0.003260936,0.004452235,-0.044756937,-0.015225405,-9.03E-05,-0.008154786
1189,2015-11-27,-0.051398266,-0.039431225,-0.069055787,-0.079243001,-0.05,-0.050477867,-0.073683344,-0.028042352,-0.043749314,-0.059002657,-0.037490925,-0.076361456,-0.038450556,-0.091874609,-0.052796823,-0.063349379,-0.053682503,-0.079243001,-0.084363267,-0.05638798,-0.080601097,-0.039583941,-0.07839579,-0.052346802,-9.03E-05,-0.080250591,-0.036265981,-0.088366613,-0.03192342,0.010236179,-0.054290812
1190,2015-11-30,0.001477571,0.000959783,-0.008026778,0.016858883,-0.005444646,0.001950546,-9.03E-05,0.009299401,0.043387991,-0.001695406,0.02370769,-9.03E-05,0.039800227,-0.019171542,-0.010992526,-0.035206423,-0.009938444,0.016858883,-0.001386446,-0.020312717,0.002023257,-0.031719158,-0.032123696,-0.009175483,-9.03E-05,-0.015340815,-0.011484372,0.001440538,-0.015963286,-0.099991358,-0.008686259
1191,2015-12-01,0.006053531,0.021588052,-9.03E-05,0.035624016,0.00729927,0.00398305,0.004582627,-0.005322828,0.09990973,-0.001697987,0.00417918,0.023500818,0.06083489,0.00639388,0.015493158,0.007748476,0.01317123,0.035624016,0.003154376,0.005069689,-0.011238206,0.008075217,0.045233471,0.012239796,-9.03E-05,0.002859583,0.003977527,0.036975072,0.019494983,-0.068222138,0.005690077
1192,2015-12-02,0.037933645,0.028999395,0.034576397,0.009105132,0.028985507,0.032364091,0.066576397,0.046666013,0.100288518,0.030505543,0.032975389,0.030639564,0.01834291,0.025679236,0.09983488,0.009354174,0.028948585,0.009105132,0.016727324,0.019416917,-0.016543652,0.01502852,0.003350886,0.016461885,-9.03E-05,0.021233259,0.039072458,-0.008933306,0.032678092,0.057299667,0.020024673
1193,2015-12-03,0.004255217,0.000574845,-9.03E-05,0.007882395,-0.001760563,0.009732913,-0.010264689,-0.007348785,-0.022465485,0.00147223,-0.007406228,0.02475445,0.007915299,0.00409675,0.007395269,0.012292779,0.008653768,0.007882395,0.006271053,0.014008421,0.033986558,-9.03E-05,0.004024956,-0.000704709,-9.03E-05,0.012148751,-0.003339133,0.016266607,-0.00556073,-0.00938395,0.002726631
1194,2015-12-04,-0.022227972,0.001571412,-0.015554188,-0.001220214,-0.024691358,-0.021491048,-0.02358513,-0.029899044,-0.031780411,-0.026611331,-0.009302615,-0.023120573,-0.02598806,-0.026497497,-0.0389285,-0.018573554,-0.014274667,-0.001220214,-0.027271054,-0.014986,-0.014170558,0.009484198,0.066849621,-0.016075514,-9.03E-05,-0.020716159,-0.017039423,-0.01325779,-0.02209247,-0.019602465,-0.014135214
1195,2015-12-07,0.001862751,0.01052685,-0.007943673,0.002172173,-0.003616637,-0.002078342,0.004421008,0.008025672,-0.015544815,0.003114858,-9.03E-05,-0.001330965,0.099874282,0.007047489,-0.014496454,-0.003967312,0.039078395,0.002172173,0.005107911,0.005958117,0.050046467,0.050489287,0.026798334,0.009906606,-9.03E-05,0.032589469,0.00455164,0.099983859,0.006658886,0.01215619,0.011305741
1196,2015-12-08,-0.015714831,-0.023399528,-0.026475494,-0.027178306,-0.019963702,-0.022002621,-0.025539372,0.001634859,-0.010247241,-0.024051931,-0.042396174,-0.02493499,0.080476923,-0.029856393,-0.007220395,-0.038177565,-0.015474885,-0.027178306,-0.030471653,-0.02514037,-0.029893511,-9.03E-05,-0.058693761,-0.021741987,-9.03E-05,-0.040877893,-0.021212382,-0.029402938,-0.016850047,-0.043568531,-0.025442383
1197,2015-12-09,0.001423431,-0.002107077,-0.005510324,0.006870287,0.001851852,-0.00416359,-0.003162467,-0.001812428,0.043753014,0.001546391,0.008162157,-9.03E-05,0.00020797,-0.013238553,0.010322656,0.007713198,-0.01102777,0.006870287,-0.012756937,0.017381467,0.012734066,0.023480442,-0.037176363,-0.015581892,-9.03E-05,-0.017685578,-0.002113197,-0.007726507,0.013546094,0.015720007,0.005690077
1198,2015-12-10,-0.005218347,0.010350956,-0.019163839,-0.002394417,-0.005545287,-9.03E-05,-0.012416926,-0.007565831,-0.066220744,-0.009894192,-0.013571252,-0.015376894,-0.002475482,0.005091077,-0.006486858,-0.020738392,-0.004434662,-0.002394417,0.001935388,-0.017261987,0.051146479,-0.014298991,0.019166951,-0.003943835,-9.03E-05,-0.002329076,-0.00482,-0.015130494,-0.020269642,-0.014098052,-0.011584523
1199,2015-12-11,-0.006043469,-0.002423603,0.008243063,-0.02895863,0.007434944,-0.012360209,-9.03E-05,-0.019788995,-0.009659648,-0.0033906,0.006254288,-0.01173322,0.031888212,0.013164516,-0.015111729,0.012208412,-9.03E-05,-0.02895863,-0.02434903,-0.011395512,-0.025580466,0.035198,-0.026406059,0.007324301,-9.03E-05,-0.006073815,-0.008915796,0.001685298,-0.017252741,-0.02653068,0.002816707
1200,2015-12-14,0.029278953,0.000912069,0.03021276,0.03677061,0.016605166,0.016472877,0.023310666,0.008183962,0.021165769,0.029711055,0.017368508,0.027396641,0.023367593,0.037700428,0.069626506,0.035489713,-0.037773729,0.03677061,0.020627962,0.012383742,-0.00813856,0.099765707,0.013076743,0.00886973,-9.03E-05,0.032264884,0.020457675,0.004872509,0.020864328,0.024636118,0.060779295
1201,2015-12-15,-0.008379235,-0.000757827,-0.021480644,0.002203308,-0.010889292,-0.00416359,-0.006187831,-0.001848769,0.013154763,-0.011344289,0.016592285,-0.002638041,-0.022727508,-0.011995032,-0.026227405,-0.002324907,-0.015753914,0.002203308,0.00396927,0.018390223,0.017295995,-0.012312007,0.008801659,-0.001041745,-9.03E-05,-0.005921174,0.003265435,0.026012023,-0.010352528,0.023248338,-0.024680434
1202,2015-12-16,-0.001333242,0.00491975,0.005374211,0.017072201,-0.005504587,0.020359628,-0.006225239,-0.004200663,-0.022499234,0.014543876,-0.011342028,-0.006475966,-0.024699419,0.006288185,-0.006364233,-0.005409419,-0.002602833,0.017072201,0.013386819,-0.002106399,-0.01660978,0.004770534,-0.007547897,0.00022719,-9.03E-05,0.011639935,-0.00744813,-0.011434375,-0.003546491,-0.009753973,0.008313091
1203,2015-12-17,0.016498079,0.013867856,0.02164886,0.022406918,0.040590406,0.005921754,0.015341829,0.008164447,0.100196263,0.011127679,0.009867056,0.038470141,0.099939412,0.011881561,0.01183537,0.012856536,0.016702341,0.022406918,0.025840581,0.060515791,0.034082913,-0.015481651,0.049090058,0.013238832,-9.03E-05,0.034692339,0.017429946,0.046154514,0.014938632,0.008496771,0.005465286
1204,2015-12-18,0.00299094,0.006137196,-0.013388142,-9.03E-05,-0.021276596,-0.004074334,-0.003129784,0.024471134,-0.014847214,-0.004844628,0.023383908,-0.014941755,-0.002788597,-0.016095837,-0.002516613,-0.012038033,-0.009586554,-9.03E-05,-0.018236738,-0.002947413,-0.037054706,-0.030460971,0.007071188,0.008365727,-9.03E-05,-0.005692511,0.067459399,-0.020030449,-9.03E-05,-0.013248165,-0.011139994
1205,2015-12-21,0.027024826,0.022711033,0.026863908,0.00651039,0.023550725,0.00990973,0.016678023,0.040434844,0.056297395,0.015833297,0.043028996,0.018753951,0.100017955,0.028198273,0.030833983,0.025219066,0.022835949,0.00651039,0.012450984,0.010415938,0.001363641,0.005437137,0.010252329,0.071027742,-9.03E-05,0.012585786,0.099785661,0.00160522,0.04205096,0.017948946,0.016669507
1206,2015-12-22,0.001330142,-0.017287722,0.01303309,-9.03E-05,0.021238938,-9.03E-05,-0.00158952,0.002103915,-0.011766667,-0.003225066,0.000789237,0.006074958,0.010731176,0.034985383,0.000246771,-0.002558729,-0.010685217,-9.03E-05,0.009036197,-0.011432425,0.099793586,-9.03E-05,0.029980107,-0.018356434,-9.03E-05,0.002691371,0.034314693,0.013789215,0.002095522,0.001065354,0.002656983
1207,2015-12-23,-0.000286136,-0.01920887,-0.025997006,0.01411738,-0.01559792,0.001889928,-9.03E-05,-0.004469033,-0.000934152,-0.012668886,-0.016786228,-0.012345172,0.005019219,-0.030655054,0.003952857,-0.011638249,-0.007915641,0.01411738,-0.007842208,-0.013474591,0.021821029,-0.023910701,-0.041705177,0.001091065,-9.03E-05,-0.018120783,-0.010450139,0.044317076,-0.00881437,-0.011248408,-0.016528626
1208,2015-12-24,-0.010177889,-0.002072431,-0.010728568,0.018228696,0.001760563,-0.004042839,-0.015105285,-0.002839033,-0.047387567,-0.008052053,0.004378005,-0.012497218,-0.069322901,0.015673952,0.020715099,-0.022065235,-0.01129824,0.018228696,0.017487855,-0.006873216,-0.027731706,0.011641311,0.025185167,-0.010119769,-9.03E-05,-0.009977276,-0.053533796,0.007902057,-0.00999126,-0.018378208,-0.005661301
1209,2015-12-25,0.003693755,0.001564811,-0.002778442,0.004142534,-0.007029877,-0.002074397,0.007531681,0.01038382,0.010548028,0.003120003,0.00035457,0.004934856,0.00121012,-0.010886491,-0.012253321,0.025791414,0.004947513,0.004142534,-0.002009656,-0.008870758,-0.017890483,-0.013077283,-0.00514716,0.005571232,-9.03E-05,0.007755664,-0.004746847,0.030356923,0.002131952,0.001891498,0.00271085
1210,2015-12-28,-0.030863276,-0.026858281,-0.02434903,0.100015104,-0.021238938,-0.021959057,-0.025808878,-0.026822403,-0.05009027,0.00470973,-0.016542026,-0.02134027,0.022247392,-0.044428606,-0.037028706,-0.030586527,-0.016798708,0.100015104,-0.041115911,0.010736502,0.001262178,-0.009958691,-0.051551515,-0.030016196,-9.03E-05,-0.038306831,-0.03634758,-0.064725542,-0.036675636,0.007821122,-0.019643343
1211,2015-12-29,0.00859647,0.016208542,0.008197023,0.043013178,0.018083183,0.008039811,0.00612091,0.005515111,0.010990062,-0.011236767,0.011663799,0.003741148,0.038273551,0.007761265,0.001637443,0.002197405,-0.000939888,0.043013178,0.018626308,0.022305056,0.02719228,0.016521026,0.005937861,0.005713029,-9.03E-05,0.008003917,0.007191283,-0.029705275,0.003361974,0.020317893,0.014154744
1212,2015-12-30,0.000254744,0.001246182,-0.002829996,-0.034984669,-0.007104796,0.001925859,0.029230718,0.017746965,-0.00922269,0.017623096,0.008399453,0.011360112,-0.004005122,0.002742591,-0.015612864,0.007327704,0.00246075,-0.034984669,0.059621016,-0.016280746,-0.009293531,0.000843437,-0.00674806,0.013878755,-9.03E-05,-9.03E-05,-0.003704728,0.006013494,0.002203308,-0.012397962,-9.03E-05
1213,2015-12-31,-0.006323244,-0.015105285,-0.008332028,-0.059081707,-0.001788909,-0.002102342,-0.013583523,-0.014876688,-0.019445109,-0.022242169,-0.003634798,-0.010153163,0.095709288,-0.009977276,-0.008149135,-0.013684153,-0.003907064,-0.059081707,0.032727067,-0.022355517,-0.042553115,-0.020612658,-0.012824854,-0.005780596,-9.03E-05,-0.005199759,-0.006740814,-0.028401696,-0.013820247,0.004193219,-0.011326225
1214,2016-01-04,-0.067307695,-0.042434443,-0.097043179,-0.100191382,-0.062724014,-0.036380593,-0.088236167,-0.03955664,-0.095015082,-0.061578943,-0.053002676,-0.073787856,-0.100067854,-0.09709455,-0.072149613,-0.075312779,-0.067778648,-0.100191382,-0.057044706,-0.089199181,-0.100145702,-0.062947413,-0.095813284,-0.065451716,-9.03E-05,-0.088865032,-0.076779254,-0.099986212,-0.031412776,-0.091986354,-0.059749361
1215,2016-01-05,0.003980891,0.017242592,0.024449607,-0.04503409,0.038240918,-0.008458471,0.00490973,-0.002983789,0.023793427,-0.013883373,-0.003376655,0.009511925,-0.088757767,0.014127739,0.021988146,0.060760397,0.006302424,-0.04503409,0.099719012,-0.001177227,-0.031811859,0.06342599,-0.00985003,-0.006213377,-9.03E-05,0.004740648,0.021003995,-0.010880251,-0.008473504,-0.018877631,0.027100062
