,date,sse180,rate,sh.600009,sh.600010,sh.600295,sh.600019,sh.600028,sh.600031,sh.600036,sh.600048,sh.600050,sh.600066,sh.600068,sh.600085,sh.600111,sh.601628,sh.600150,sh.600196,sh.600295.1,sh.600406,sh.601933,sh.600536,sh.600547,sh.600598,sh.600600,sh.600690,sh.600875,sh.600887,sh.600895,sh.601006,sh.601877,sh.601899
1987,2019-03-07,-0.009220246,0.00009027,-0.012081947,0.024752475,0.039473684,-0.00511509,-0.008156607,-0.030250648,-0.028553693,-0.032880629,-0.00867052,-0.017146776,-0.012162162,-0.001963351,0.035996488,-0.035895807,-0.028801843,-0.035510888,0.039473684,-0.018315018,-0.021615472,0.1,-0.008477142,-0.004197272,-0.012320845,-0.032444959,-0.015065913,-0.028916545,0.001923077,-0.012359551,-0.011964492,0.018918919
1988,2019-03-08,-0.041723763,0.00009027,-0.004076569,-0.077294686,-0.061181435,-0.051413882,-0.037828947,-0.012477718,-0.016613419,-0.036215817,-0.056851312,-0.051639916,-0.054719562,-0.016393443,-0.080508475,-0.072158155,-0.040332147,-0.042028482,-0.061181435,0.009594883,-0.039534884,0.100049407,-0.025954198,-0.051633298,-0.0450611,-0.058682635,-0.059273423,-0.006784772,-0.079654511,-0.038680319,-0.03203125,-0.058355438
1989,2019-03-11,0.01442475,0.00009027,0.017084891,0.02617801,0.028089888,0.004065041,0.003418803,0.009025271,-0.008122157,-0.000766871,0.063369397,0.02281089,0.030390738,0.011333333,0.031336406,0.022727273,0.042027194,0.038796229,0.028089888,0.099788807,0.014527845,0.039748484,0.002821317,0.047777778,0.01146361,0.026717557,0.077235772,0.017457306,0.100104275,0.004733728,0.050443906,0.016901408
1990,2019-03-12,0.007101111,0.00009027,-0.004899388,-0.005102041,-0.002185792,0.009446694,0.018739353,0.051878354,0.004258107,0,0.090116279,-0.001438849,0.011235955,0.01878708,0.009830206,-0.006944444,0.016014235,0.015357766,-0.002185792,0.099855977,0.002386635,0.1,0.006564551,0.010604454,0.006589352,-0.016728625,-0.00754717,0.002983961,0.1,0.001177856,0.015366884,-0.002770083
1991,2019-03-13,-0.004255966,0.00009027,-0.009319501,-0.01025641,0.003285871,-0.012032086,-0.015050167,-0.021258503,0.012393999,0.016884114,-0.049333333,-0.033861671,-0.016666667,-0.023940472,0.015929204,0.004895105,0.026269702,0.040907528,0.003285871,0.02138804,-0.00952381,-0.041429413,0,-0.016789087,-0.015972768,0.011972275,-0.022813688,-0.019338044,0.099956915,-0.004705882,0.012107454,-0.011111111
1992,2019-03-14,-0.005496386,0.00009027,0.016329428,-0.03626943,-0.02510917,-0.01217862,0.006791171,0.013032146,0.013208763,0,-0.025245442,-0.030574198,-0.011299435,0.002651641,-0.016550523,-0.012526096,0.003412969,-0.040290621,-0.02510917,-0.096153846,-0.008413462,0.032158951,-0.039130435,-0.019210245,0.035923363,0.00249066,0.009727626,-0.001896094,-0.056012534,-0.005910165,-0.008598131,-0.030898876
1993,2019-03-15,0.010558562,0.00009027,0.009081383,0.005376344,0.014557671,0.002739726,0.001686341,0.061749571,0.006995231,0.04,-0.005755396,0.028461538,0.012857143,0.00231405,0.035429584,0.01303735,0.020408163,0.012388162,0.014557671,0.016548463,0.007272727,-0.100019845,-0.014221073,0.01523395,0.000256871,0.047204969,-0.010597303,0.010258359,0.050622407,0.003567182,-0.004147813,0.008695652
1994,2019-03-18,0.026865808,0.00009027,0.012634129,0.042780749,0.029801325,0.034153005,0.02020202,0.049273021,0.02178718,0.044992743,0.023154848,0.017202693,0.062059238,0.022757256,0.015397776,0.029565217,0.05,0.040788579,0.029801325,0.012093023,0.040914561,0.043219405,0.015409836,0.031082529,0.067026194,0.023724792,0.039922103,0.074088003,-0.044233807,0.017772512,0.030670201,0.022988506
1995,2019-03-19,-0.005068383,0.00009027,0.006665527,-0.015384615,-0.009646302,-0.007926024,-0.001650165,-0.014626636,-0.010197775,-0.011111111,0.004243281,-0.010294118,-0.02124834,-0.003869719,0.00168492,-0.001013514,0.013756614,-0.015676029,-0.009646302,0.0234375,0.010404624,0.099978863,0.004197611,-0.009355509,-0.013718412,-0.009849363,0.029962547,-0.017857143,-0.017355372,-0.002328289,-0.008082292,-0.002808989
1996,2019-03-20,0.00142675,0.00009027,-0.014770798,-0.005208333,-0.001082251,-0.007989348,-0.008264463,0.0234375,0.007492975,0.009129213,0.011267606,0.019316493,0.005427408,-0.02007122,-0.029436501,-0.005072709,-0.044363257,-0.0066357,-0.001082251,-0.018410418,-0.009153318,-0.012298232,-0.01511254,0.019937041,-0.004148365,-0.021650088,-0.017272727,-0.003208556,0.04079058,-0.004667445,-0.01,-0.002816901
1997,2019-03-21,-6.31E-05,0.00009027,0.000344649,0.005235602,0.004333694,-0.004026846,0.001666667,0.001526718,-0.008986675,-0.016005567,-0.006963788,-0.002186589,-0.009446694,0.006607202,0.001733102,-0.00067981,0.017476789,-0.004342017,0.004333694,0.0105215,-0.006928406,0.040856031,0.05093046,0.021604938,-0.012496937,-0.002392344,0.006475486,-0.011802575,0.018181818,-0.003516999,0.000748223,0.028248588
1998,2019-03-22,-0.002014925,0.00009027,0.032730405,-0.005208333,-0.003236246,-0.001347709,-0.004991681,-0.019054878,0.011569731,-0.014144272,-0.018232819,0.045288532,-0.008174387,-0.013127667,0,-0.017346939,0.049919485,-0.00167729,-0.003236246,-0.015844273,0,0.022429907,-0.005902454,-0.014098691,-0.002729529,-0.00059952,-0.004595588,0.010495838,0.067460317,0.001176471,-0.002616822,-0.013736264
1999,2019-03-25,-0.024366127,0.00009027,-0.048373645,-0.02617801,0.017316017,-0.028340081,-0.026755853,-0.043512044,-0.036476043,-0.034433286,-0.027142857,-0.018169113,-0.016483516,-0.021948786,-0.039792388,-0.054344064,0.050102249,-0.030241935,0.017316017,-0.040018399,-0.030232558,0.1,0.013125,0.009193054,-0.025877084,-0.019196161,-0.024930748,-0.026862464,-0.055762082,-0.017626322,-0.002998501,-0.019498607
2000,2019-03-26,-0.010202143,0.00009027,0.000175285,-0.032258065,-0.022340426,-0.013888889,-0.020618557,-0.017871649,0.010266282,-0.009658247,-0.033773862,-0.009252669,-0.015363128,0.003400204,-0.018018018,-0.015373353,-0.033106134,-0.02009702,-0.022340426,-0.00287494,-0.009592326,0.000498587,0.012954966,-0.042510121,-0.023754789,0.004892966,-0.024621212,0.006624954,-0.082677165,-0.014354067,-0.021804511,-0.005681818
